product_type,helpful,rating,title,review_text
kitchen & housewares,2 of 2,5.0,Oxo Flour Sifter,"I've only had the opportunity to use it once, however it was obvious upon arrival that the sifter was high quality.  It does take a bit of time to actually sift with it, but no more than with a normal once.  The plastic caps were especially handy, as well"
kitchen & housewares,1 of 1,5.0,Low/No Oil cooking,"I'm an avid cook. I've hadmany ""non-stick"" pans. The finish on these is by far the best. Nothing stick on the cooking surface OR the underside of these. I've been using them for months and they arwe still as new as the day I first opened the box. Additionally, because they have such a fabulous surface I haven't been using oil in my cooking and everything has been browning beautifully as though I had. A really great set of pans that are definitely worth the price"
kitchen & housewares,10 of 10,5.0,Versatile Ramekins,"I received 2 sets of these (in white) for a wedding shower. I love them, as they are the perfect size. I use them for serving in and baking with (they are perfect for melting a few tablespoons of margarine in the microwave!). My only complaint is that they show markings on the bottom of the bowl where utensils were used. But still...one of my favorite pieces in kitchen"
kitchen & housewares,2 of 2,5.0,Could not be better!,"This is an excellent set of cookware.  Rugged, sturdy, and well-built.  The only down side for me is the fact that they are not dishwasher friendly.  I will definitely buy more Simply Calphalon"
kitchen & housewares,16 of 18,1.0,"Yes, it's junk",I absolutely love probe thermometers and I've tried all of them.  All of them stink.  The fatal flaw is the probe and they all seem to have probes of about equal quality.
kitchen & housewares,4 of 4,1.0,"Smokin', stinkin', pretty little blender","Well, I just got my blender, real excited to use it, filled it up with the ingredients, flipped on the switch , and within 5 seconds it started smoking, badly, and then died.  I turned it off and tried to turn it on again, and all it did was make a grumbly noise.  So I am sending it back and sticking with my old Hamilton that I have had for 9 years.  Why did I quit using it in the first place.  $20 blender and it made a perfect smoothie.  $79 for this Waring and it crashed and burned on me.  My advice is it looks nice, but it isn't worth the money, especially since it died right away on me.  Oh well..."
kitchen & housewares,1 of 2,5.0,great set!,"I've had my set for almost 10 years and they still look great. The only thing I have a problem with are the glasses. I only have 1 juice glass left. All the rest broke in the dishwasher or even when hand washed! I never bought the silverware, but I have seen it at Wal-Mart during the Christmas season. Oh and the tea kettle rusted. But everything else is suberb"
kitchen & housewares,5 of 5,5.0,The Single Most Important Piece of Cookware You Can Own!,"If we had to settle on only one item from the ""pots and pans"" category as ""the pan"" in our home and in our RV, it would be a 12-inch cast iron skillet with a lid. Specifically, we'd go for this model from Lodge Manufacturing with an assist handle opposite the straight handle."
kitchen & housewares,44 of 60,1.0,"Rival QC, is half baked","Got this Rival RO200 Roaster Oven from Finalcallauction.com , reason for my paying more and getting the Rival was cause it had a window. My unit the temperature wouldn't go higher than 326 deg F. I wanted to use it to bake outside in summer heat, gonna be half baked at this temperature. Need 400 F for what I want to do. Should have bought somewhere else, finalcallauction.com only gives refunds, can't fix or replace. This is the second Rival Digital thingy I've had to return due to poor quality. I'll come back later and let you know how finalcallauction.com treated this return"
kitchen & housewares,4 of 4,5.0,Christmas Sanity-saver,"We've purchased 6 of these in the last year and LOVE them.  Had both the Christmas trees and countless window candles on them this Christmas, and it was pure bliss not running around plugging and unplugging each day.  As others have mentioned, we were up and running in 10 minutes.  Zero functional problems.  Also, we LOVED the Override ""On"" and ""On Auto.""  We could click the tree on early with the push of a button, and using On Auto, the timer would resume its program with the next programmed action (which meant we could turn it on early, and it would still turn itself off at the programmed time)."
kitchen & housewares,4 of 4,5.0,homemade popsicle/fudgesicle are the best,"I love this product.  I make my own sugar free fudgesicles and they are great.  Even my finicky neighbor thought they were terrific.  This product makes something that adults can really appreciate, and I am sure children would too.  I have no kids but grandnephew though fudgesicles tasted just like store bought or better.  Simple easy to make.  Fudgesicles, pudding mix, 3 c. mile, and three dollaps of either plain yogurt or sour cream, mix in blender and poor into mold.  Should fill up all ten.  Freeze for 4 hours and ta da...fudgesicles.  Enjo"
kitchen & housewares,8 of 8,5.0,25 years and counting,"It's hard to find something new to say about Le Creuset that all other reviewers haven't. So I'm going to focus on clean-up and sturdiness. One of my favorite uses for this pot is polenta. That's right: nasty, sticky, constant-stirring polenta that sticks to everything and hardens to near-stone status if not cleaned immediately. I make a batch about once a week and keep it in the fridge for quick meals or snacks. Once the Le Creuset pot has cooled, I put it in the sink with a little Dawn and warm water and let it soak, then use a plain old plastic scraper for the tough bits and sponge off the rest. And that's it."
kitchen & housewares,4 of 4,4.0,"Love them, but cracking is definitely an issue!","I have been using Foodsaver canisters for just over one year now, and I own quite a few, of varying sizes.  A good percentage of them have cracked over that period of time.  (I hand wash the bottoms, wipe out the lids as directed, no temperature extremes, no abuse.  They just crack in my pantry.)  Normally, experiencing this (repeatedly) would be enough for me to swear off a product and never mess with it again, but when they're working, they work really well, and I have to say that Tilia's customer service stands behind these canisters.  They have cheerfully replaced every single one that's mysteriously cracked. (I did not ask them to replace the one my husband dropped and destroyed!)  Because they've given me no hassles about replacing their canisters, I have little hesitation about continuing to purchase their products.  My recommendation is to keep a record somewhere of the date and place of purchase for your canisters; they'll want this information if you call for a replacement.  The warranty period is one year; when they send a replacement, it's guaranteed for a year too.  "
kitchen & housewares,12 of 12,1.0,Cheapest Blanket Ever,"It feels nice and soft, but this blanket started turning to fuzz from the day I started using it.  Leaves lint and fuzz EVERYWHERE... I donated mine to charity a few weeks ago and am still finding the same little fuzz around the house and on my clothes to this da"
kitchen & housewares,2 of 2,4.0,Great mechanics/size.  Plastic frame is flimsy,"With 6 kids to feed we love the size. 12 pieces of french toast, 6 good sized pancakes at a time. The heat is consistant giving evenly browned sandwiches etc. The idea of the tilt for the bacon grease to run off is a good idea, but it leaves the griddle unstable. We tied the legs together and scrape the grease off the old fashioned way.  Also, the handle broke when dropped from 2 inches. The frame leaves a lot to be desired. But it's easy to wash and we use it 3-4 times a week and even take it on vacation with us as pancakes, casadillas and grilled cheese are a staple."
kitchen & housewares,8 of 16,2.0,Not that great,"    I expected more from kitchen aid. They are ok but not as non stick or as heavy as I was expecting. The pans I tossed out were about 10 years old with little non stick surface left but were almost as non stick as this new set of Kitchen aid. My old set was probably twice as thick and heavy. Love my kitchen aid mixer. I dont think I would buy another set. I would recomend going to a store and seeing this item in person before you buy and, everybody is right. It comes in the mail in the Kitchen aid box for everybody to see."
kitchen & housewares,2 of 2,5.0,Cuisinart percolator coffee pot,"I love this coffee pot.  So far, no problems after a month. It is quick and keeps it hot."
kitchen & housewares,,5.0,Great little skillet!,"While I have always loved cooking with cast iron, the Pro-Logic pre-seasoned skillets are really a fine improvement upon an old standard in our family.  I have started cooking with only coconut oil and it settles into the pan really nice, no smoke, and allows for a nice searing effect on small chops or steaks.  Scrambled and fied eggs just slide off the pan, better than another kind of coating, which is now proved to be unhealthy!  I give the Pro-Logic a total thumbs up"
kitchen & housewares,1 of 2,5.0,Amazing...,"I throughly recommend these bowls to anyone who does just about anything in the kitchen! They are truly amazing...I received this bowl and a set of glass bowls for a bridal shower gift several years ago.  Needless to say I donated the glass bowls to Goodwill and since then have bought the entire set of Oxo Good Grip Bowls.  I use the bowls all the time, and can't believe how nice they are and the non-skid bottom is a life-saver!!!  "
kitchen & housewares,,1.0,Machine is not durable.,"After about 1 year of use the pump failed.  As the machine had made acceptable coffee and it looked good on the counter, I spent $60 for service.  About 3 months after that, the control knob stripped.  Well, I've learned my lesson, and will go for a more reputable maker, like Gaggia or Rancilio"
kitchen & housewares,0 of 1,4.0,ike,"the decanter works well with the bunn coffee maker and is included in the price, when you buy the bunn nhb professional coffee maker"
kitchen & housewares,2 of 2,4.0,Solid Performer,"Full elastomeric coverage on the underside makes for an extremely stable platform for chef-style acrobatic slicing or just safe, no-slip cutting.  Well designed and made.  Unfortunately the porosity of the elastomer also makes for a mildew-friendly environment.  After 3 years (hand washing only), it simply got too gross and we had to chuck ours out even though the board exhibited minimal any wear and tear"
kitchen & housewares,3 of 3,1.0,Watch out!!,I have owned 3 of these (and one of the narrow ones)and every one has snapped in two at the base of the handle with no unusual trauma. Anybody know of another heat-safe spatula out there
kitchen & housewares,,5.0,Great Muffin Pan,"I love this muffin pan! There is no need to grease it, and the muffins come out beautifully - nothing sticks! "
kitchen & housewares,2 of 2,5.0,Compact yet Large,"My favorite compact Foreman grill.  Has a large cooking area, length and width.  All other compact units lack length especially and could use more width. Cooks chicken breast in 5 minutes, grills just about everything one can imagine.  Easy cleaning, just take a regular paper towel, fold a few times so not to burn fingers, and wipe down right after cooking.  Works better that way then letting it cool.  This is actually my second one, I left my first behind in a move, never again"
kitchen & housewares,3 of 3,5.0,Red!!!!,I was low on cookware and saw the red pots and pans and had to have them.  They do exactly what they say they do.  And for once my pasta doesn't stick to the bottom
kitchen & housewares,3 of 5,1.0,Don't buy this one . . .,"The picture and description is deceiving.  I thought that I was buying the Bissell that was on display at Wallmart.  The picture and description fit.  Wallmart did not restock their shelves fast enough, so I thought I was buying the same Bissell Cleaner and saving $10 in the meantime.  This on-line version is a much smaller version of the cleaner, with half the power, and the tank capactity does not hold 1/2 gallon as advertised.  If you want to continously fill and empty tanks, then buy this one.  Otherwise, go to Wallmart and get a much better deal on a larger capacity, Larger rollers, and more powerful amp machine for $10 more"
kitchen & housewares,3 of 4,1.0,Do NOT buy the Ionic Pro! It is UNHEALTHY & STINKY!,"Before I start, let me write a disclaimer that this might apply to ALL brands of this type, maybe not just the Ionic Pro. (I haven't tried the others.)"
kitchen & housewares,1 of 3,5.0,Quite a Bargain!,This Calphalon One Nonstick Griddle came with a much lower price tag than most Calphalon One Nonstick.  We are finding many uses for it
kitchen & housewares,,5.0,Love my new pan!,I just love this pan! It heats things beautifully and is easy to clean.  My only complaint is that it doesn't have a lid
kitchen & housewares,,4.0,i loved it,"The other reviews are right, the color is not as bright as it looks online. I was skeptical of getting it because that was the main complaint on other websites too,so I ordered it early enough so that i could return it if it was that bad. i have to say that i absolutely loved it. the colors are not as rich but they are not faded.i guess i was expecting the worst. i think the set is really nice. you won't get as much space as on regular 10 inch dinner plates because the sides of the plates come up to form the square pattern. there is a set section in the middle of your plate for the food, same with the salad plates. the bowls are bigger than i thought more than enough for a bowl of cereal or side of salad. overall i liked it and so did my mother she wants another set"
kitchen & housewares,3 of 3,5.0,It's All-Clad!,"What can I say, except that it's All-Clad?  We needed a new soup ladle, after our old, cheap one broke after many years of use.  So I decided to splurge a bit and get one that will last.  The stainless steel finish is beautiful (almost makes me not want to use it lest I sully it with fingerprints!), and the ladle fairly heavy and of strong construction."
kitchen & housewares,1 of 1,5.0,Great purchase!,I bought the knives for my brother who is somewhat of an amateur chef.  I am so happy to say that he was very pleased with the purchase!  I heard complaints of them being flimsy but that is not true at all.  He has also had no problems with rusting and said they work great.  You can tell by the weight of the knives and the handle that they are made very well.  I would recommend this purchase to someone who cooks quite frequently and just wants good knives that get the job done
kitchen & housewares,1 of 1,5.0,My main pan,"I purchased this pan 2 years ago and actually did so by mistake thinking I was buying a different pan I was looking at.  Well fine - my mistake so kept it and bought the other pan too.  The other one has sat, unused, in my cupboard while I use this DAILY.  "
kitchen & housewares,2 of 2,4.0,Amazing Espresso Machine,I just got this machine from Amazon and it's built like a tank.
kitchen & housewares,5 of 5,5.0,Color me impressed!,"This is unbelievably well constructed for the price. It is heavy and sturdy. Loaded with utensils, it makes no attempt to fall over. I was pleasantly surprised considering the very low price"
kitchen & housewares,1 of 1,4.0,Quite Satisfied!!,"I actually own pretty much all the serving sets & dishes...  I love the color and get compliments on them all the time...  I've had my place setting for several years.  So far I haven't encountered the chipping many have spoken of, but I can see where you would need to be cautious.  I too agree they are not so great for heating in the microwave, but I really didn't purchase them for that use...  Can't beat the price or the look!"
kitchen & housewares,6 of 6,5.0,A  Great Stainless Steel Cleaner,Cameo was recommended to me by a friend for cleaning my Lustre Craft
kitchen & housewares,8 of 8,5.0,"great service, great dishes","I placed 2 different orders for a total of 55 place settings of fiestaware, spread across 10 different colors.  The dishes look great. Everything arrived quickly without any hassles &amp; nothing was broken.  People who expect to match color off pictures from the web aren't doing their homework.  Check colors at local stores &amp; you'll know exactly what you'll be getting. There are also a lot of websites with more pictures and detailed color descriptions"
kitchen & housewares,,5.0,perfect for little hands,"I have 3 children, the oldest 3 1/2.  I didn't discover this tableware till after my second was feeding himself.  I wish I had found this for when my first was first learning.  I have tons of gerber toddler forks and spoons.  They work pretty well for the most part, but once they are able to get the fork/spoon in their mouth successfully on their own, the shallow spoon looses most of its food on the way to the mouth.  I bought some of the character spoon/fork sets thinking they would be more fun to eat with.  I discovered the spoon is actually LARGER than my own teaspoons that I eat with.  Now tell me, how is my 2 year old supposed to eat with that.  It's like me trying to eat with a serving spoon.  My 2 oldest fight over our Oneida child size silverware, and my 2 year old has much more success and much less mess using them than any other forks or spoons.  I only have 1 set right now, but plan on buying each of my children 2 sets for Christmas, so I will have 7 sets for my children to use.  I will be getting rid of all my gerber ware. "
kitchen & housewares,1 of 1,4.0,Just my opinion,"I really like this item.  It is easy to use.  I ordered this item and the Jacard 45 blade and comparing the two this is easiest to use.  This one does not stick into the meat as hard as the Jacard blades as I have recently learned. Just punch down and move on.  Its easy to clean.  The only down fall I had with item was after washing it several times, I noticed it started to rust at the base of the tenderizer, but I used W-D 40 and it came off.  I had to rewash but it is still easier to use on meat especially thick and large tri-tips"
kitchen & housewares,10 of 10,5.0,GREAT INFORMAL SET,"We bought these because they were on sale, and it's hard to find black.  At the start, they were suppossed to be temporary."
kitchen & housewares,1 of 1,5.0,Love it!,"I purchased this on super sale at a local store and have used both pieces and have been very satisfied.  The rotisserie cooked a five lb chicken in 1 1/2 hours as promised.  I took the chicken out and had a knife in hand to serve the chicken, however I grabbed the leg and it just fell off.  The whole family loved it.  I did not find the clean-up to be that dreadful; simply take out the parts and throw them in a sink of soapy water.  Wipe them clean 10 minutes later."
kitchen & housewares,,5.0,9 by 12 Sil Pat,This is a very good product. You don't have to grease your pan when you bake. Clean up is very easy
kitchen & housewares,7 of 10,5.0,Hard to Clean at First,"I ordered the Calphalon One 10-inch (just to let you know) Griddle, and it sucked cleaning at first.  There was a residual opaque tint to it.  I was EXTREMELY disappointed with Calphalon One.  I knew I couldn't use the dishwasher, but I did not finish reading the cleaning and maintenance part.  It recommended using ""Barkeeper's Friend"" and a ""Scott's Green Pad"" to clean it that I did not know.  I went to a local mart to pick this stuff figuring it would not be there, and behold there it was.  Bought it, took it home, used ""Barkeeper's Friend"" and ""Scott's Green Pad"" with warm water, and everything came off with ease.  The pan looks like I just pulled it out of the box and I have used it about 20 times.  The opaque look is gone and I am very happy with this product and have since ordered more...  Definitely recommend Calphalon One"
kitchen & housewares,6 of 9,2.0,Not very good,"I thought I waw buying decent quality, but not so.  These are basically like putting a white Hanes t-shirt on your pillow"
kitchen & housewares,6 of 6,4.0,Almost a hit.,"I was a little surprised with this set. Don't get me wrong, you should buy it, but the edge lacked a little of the visual refinement of the rest of the line. Also, the block of wood shipped with the knives is made of pine, or some other very soft wood. It would be nice if it was a Maple match to the block that shipped with the 15 piece set. This is a very good set, but it could use a little help upon arrival with a very fine whetstone, and a proper hardwood block. If you don't mind 2 minutes per blade with an ultra fine stone, this set compares well with the best of the two big homegrown German brands. Don't get me wrong, this set is far above any stamped steel set (even the stamped offerings from the big German brands). Buy it and enjoy"
kitchen & housewares,,5.0,Ease of use,"I wanted something different than a grating tower, and I got something that fits in your hand and makes it comfortable to grate"
kitchen & housewares,,4.0,"Great fan...but ""goofy"" operation","The only reason I didn't give this fan 5 stars is because figuring out all the buttons is a bit much.  You can set everything to high, but then it will run high, then run low, then run high again.  We have yet to figure out the right combination of selections.  But, it does work remarkably well - better than any box fan we've ever owned.  If you can find a good deal, it's definately worth purchasing"
kitchen & housewares,,5.0,Great Juicer,The Breville works great.  Very powerful and easy to clean.  I would reccomend this juicer
kitchen & housewares,13 of 13,5.0,First impressions,"I actually wound up buying mine from Sears, beause I needed a few pairs of jeans also, but I'll make some comments."
kitchen & housewares,2 of 2,5.0,Whee!  Wonderful Whisker!,Indeed this item is the greatest. Never have I made such fluffy pancakes! Easy to clean and feels comfortable in your hand.  Alsgreat for keeping your holiday gravy from lumping
kitchen & housewares,1 of 1,5.0,Difficult to find elsewhere,Plenty of plain Jane Corelle sets available outside but the colored and patterned ones are difficult to find. Great price at Amazon too. Can't be beat. If only these were stovetop safe. But that's asking for too much.
kitchen & housewares,6 of 7,5.0,"Cast Iron for Dummies (and Smarties, too)","One of the most important things to consider when buying anything cast iron is its weight, and therefore, balance.   Never use your wrist alone to pick up a heavy skillet, use part of your arm as well. Because for its inherent weight, it is very important for cast iron cookware to be properly balanced. You should be able to put part of the skillets handle just past your wrist so that your arm is providing partial support.  The pan should feel balanced this way."
kitchen & housewares,3 of 3,4.0,Nice set,"Very simple sturdy set so far, the buffet server caddy is a nice extra bonus.  Good value, would recommend"
kitchen & housewares,5 of 5,5.0,Wonderful product,"These tongs are easy on the hands and grip food well.  I have the All Clad tongs too and while they are more beautiful, these run rings around them based on ease of use.  They operate very smoothly and I am never concerned about dropping food.  I use these mainly for my nonstick skillet, but they get used in my other skillets as well"
kitchen & housewares,,2.0,As fragile as a celebrities ego,"While I liked the style of this product, there is no doubt that it breaks extremely easily. Unfortunately that is one of the flaws of the Braun carafe and probably why Braun has discontinued making the coffee maker which utilizes this carafe"
kitchen & housewares,,5.0,You have to re-learn the art of cooking.,"I have this and several other all-clad stainless pans.  For anyone looking to purchase a stainless pan and move away from teflon coated or lower quality cookware, all-clad stainless is a must.  They are expensive, but well worth the cost. "
kitchen & housewares,4 of 4,5.0,Excellent Electric Skillet,"This skillet is a manageable size and not heavy even with the glass lid.  It is easy to clean, the thermostat works well and can be used for so many things from soups, eggs, pancakes and one dish meals of all types"
kitchen & housewares,2 of 2,4.0,Very good mixer for the price,I must admit that I did not have high expectations for this mixer for the price.  But the unit works very well.  I was initially put off by the beaters as they seem very lightweight and flimsy.  But they hold up well to use in spite of their lack of heft.  I have been very happy with it
kitchen & housewares,3 of 3,5.0,Wonderful!,"I purchased the Panini Press for a Father's Day gift for my husband.  I was very interested in the Breville brand because I purchased their toaster a few months ago and the design and function is outstanding!  Anyway, my husband likes leftover pizza for lunch and doesn't like it in the microwave.  Consequently, he often gets out our heaviest pan and turns the flame on high underneath it and...WALKS AWAY!  The phone rings, he lets the dogs out, whatever:  there is always something to distract him and our kitchen smells like burnt to a crisp pizza!  "
kitchen & housewares,,5.0,ARTHUR COURT GRAPE 20-DEVILED EGG HOLDER,"ABSOLUTELY STUNNING ITEM!!  GREAT PRESENTATION, SELLER HAD WONDERFUL E-MAILS, GREAT PACKAGING, FAST AND SAFE SHIPMENT.  IT WAS AN EXTREME PLEASURE TO WORK WITH THIS SELLER"
kitchen & housewares,12 of 13,4.0,"Easy to use, flavor not as great as it could be...",This filter is great and easy to use but I have noticed that the flavor of the coffee is not as good.  It has a bit of an instant taste.  I imagine that the Keurig K-Cups are processed to allow for a quick brew and using this filter with your standard coffee does not allow for the same flavor
kitchen & housewares,2 of 3,5.0,low the sugar creamer set,I low this set.  Whenever I have company or just everyday it is a nice way to present a complete coffee or tea service
kitchen & housewares,20 of 21,1.0,No chef would choose this,I'm from Australia (and have also lived in the UK) and consider an electric teakettle a basic staple in the kitchen.
kitchen & housewares,5 of 5,5.0,"I know, I know, it's just a measuring cup! ","I must be getting old, as today I dropped my Pyrex 1 Quart Measuring Cup from a cupboard about 10 feet up and guess what, it didn't break, and I was very excited! I've bought dozens of measuring cups over the years and have managed to melt, break, tarnish and mutilate each and every one of them. This one seems to be up to the challenge. I've used it to melt butter and left it in the microwave too long, washed it a dozen times in the dishwasher, used a whisk in it (I love the sheer size of this thing!). Not a scratch on it! I know, I know, it's just a measuring cup. But quality does matter, and this one is top notch"
kitchen & housewares,,5.0,Fabulous Measuring Cups,These silicone measuring cups are great!  I love use them to measure foods and I also use them for little snacks for my toddler.  She loves them because they are so colorful.  I love them because they are so flexible and easy to clean
kitchen & housewares,3 of 3,4.0,"Not bad, but the Krups works better for us","A little over 6 months ago we read about the benefits of grinding flaxseed and eating it with cereal, and decided to try it.  So we bought this grinder for the purpose, and it worked reasonably well."
kitchen & housewares,1 of 2,1.0,Does non-stick refer to the packaging?,Everything sticks to these pans!  I cannot get OFF the potato residue and I'm probably just going to throw them away.
kitchen & housewares,8 of 8,5.0,Great Coffeemaker!,"I hesitate to say how long I've had this coffeemaker and jinx it but it's been many years and still working perfectly!  If it stopped working tomorrow, I'd buy the exact same one!  The timer and clock are very easy to program and I love being able to decide how long the hot plate stays on.  I used to use bottled water and the duofilter lasted much longer...I use tap water now and the coffee still tastes great.  Amazon.com and linensandthings.com also sell the duofilters.  The only thing I didn't like- in the beginning it was hard to put the lid on the pot...once I learned the trick- put the front down first, then snap the back into place it is a piece of cake.  "
kitchen & housewares,,5.0,Great service,"Great price, great service, item just what I expected.  Would buy again without hesitation"
kitchen & housewares,12 of 12,5.0,Most Used Attachment,"This is the attachment I use more than any other on my kitchenaid. In fact, I leave this attached. Every part of this is made with quality steel and the item is surprizingly heavy for its size. It never has a problem opening ANY can, even ones with dented rims, or those somewhat rectangular with pull tabs that broke off instead of opening, and the magnet holds the lid when you remove the can. It takes about 5 seconds to open any can and is easy to clean with a damp paper towel without removing it from the mixer though it comes off easier than any other attachment I have. It stands out much farther than I expected (about 4 inches) from the machine, but I suppose that this is so the can won't come near the bowl or shield. It makes using the cover difficult to put on and even more difficult to remove, so I gave up on the cover. I haven't found a better can opener either manual or electric. I highly reccomend this"
kitchen & housewares,,5.0,PINEAPPLE SLICER,USING THE MEDIUM BLADE WE SLICAED A PINEAPPLE IN 30 SECONDS WITH LITTLE OR NO WASTE. NORMALLY TAKES ABOUT 10 MINUTES WITH A KNIFE AND POOR RESULTS
kitchen & housewares,4 of 4,4.0,Deep bowls for cereal too,"Sango stoneware has been great for us for everyday use. Good feel with smooth surfaces including the bottom so it doesn't scratch. I've built up a whole collection of Sango Gold Dust after seeing it at Bed Bath and Beyond. Pick up items on sale, no need to pay regular price."
kitchen & housewares,6 of 6,5.0,A really great machine!,"I have owned this machine for over a year now and it has been great! I've cooked at least a hundred chickens and more than a few pork roasts and it has worked perfectly every time. The reflective backplate does stain but that doesn't affect performance. Use a 4.5 to 5 lb. bird. Learning how to attach a bird to the spit is very important. Wrap one elastic rotisserie tie around the feet to keep the drumsticks together and another around the body to keep the wings in place. Place the chicken on the counter with the drumsticks up and run the long part of the spit through the bird at the head and place the end cap at the other end as snugly as possible. Use the recipe for the deli rotisserie mix in the manual and cook it for 90 to 120 minutes, depending on how well done you prefer your chicken and you will LOVE it! After use, soak the parts for a while and use a nylon brush and cleanup will be easier. "
kitchen & housewares,4 of 4,5.0,Impressed!!,"This was a temporary buy because I ordered a 6 QT electric White Mountain but had to wait 10 days for delivery and I wanted ice cream now. So I had little expectations.  Boy, was I surprised.  It worked better than the cuisinart electric. I must say the texture and consistency was perfect. The ice cream was ready in 35 minutes.  I'll keep this one and look forward to many more batches of homemade ice cream"
kitchen & housewares,10 of 10,4.0,Nice and less pricey now...alternatives,"My friends have one of these that I've used and it is very nice, but I could not handle the price (a year or more ago).  After some searching, I found the Hitachi RZST10Y fuzzy rice cooker and ordered it at $89.  They have only 1 US reseller so far as I can tell.  It has been great.  The same ""fire-and-forget"" function.  Now that Zojirushi prices aren't quite so inflated, I would consider them next time. But hmmm., I did not know until I stopped here that the ""Z"" models will need to have their internal battery surgically replaced in future.  I need to see if the Hitachi has a user-replaceable battery.  That was something I was not aware of with these and not sending it back to NYC in 3 years would be a plus :)"
kitchen & housewares,3 of 3,5.0,Great for spaetzle!,I bought this in hopes to make spaetzle like mom used to. I am very pleased with the quality of this product and am very happy that I can now make spaetzle
kitchen & housewares,7 of 13,5.0,Money's Worth,Yes its made in China. Yes it smells like paint when you first open it as with all products from China (personal opinon).  Why doesn't Amazon disclose country of manufacture?
kitchen & housewares,5 of 6,4.0,ctknowhow,This is a really nice toaster. Cooks well but is large
kitchen & housewares,4 of 5,4.0,Great pan,This pan is nice and wide and deep enough for things that are saucy.  The only negative I would say is that I wish the lid was glass so I could see what's inside. 
kitchen & housewares,12 of 12,5.0,Money Well Spent,"We have had juicers for over 15 years.  Our Champion Juicer has always worked well, but we stopped juicing simply because juice collection was messy and clean up was a nightmare."
kitchen & housewares,4 of 8,4.0,Another satisfied customer!,I'm happy with the service.
kitchen & housewares,9 of 13,5.0,Amazing Deal!,The quality of this set is far superior to the price. I was pleasantly surprised by the weight and richness of the fabric. This beats any other set I have every bought and I have paid triple the price!  I highly recommend it. 
