product_type,helpful,rating,title,review_text,sentiment
dvd,,4.0,Hilarious documentary.,"I am absolutely in love with this movie. It's a real documentary, not a mocumentary, but it is hilarious. The special features on the DVD aren't amazing, but the movie itself is absolutely wonderful",1
dvd,14 of 58,1.0,"A good ole Rebel, New Orleans","I will not watch the movie ""Andersonville"" until they make a movie called ""Elmira""(the camp in Elmira, N.Y., the worst of the Union prison camps had 35% death rate)",0
dvd,16 of 26,5.0,"More ""Good Evening's"" for all...",I can't wait for this second season to FINALLY be released.  I bought the first set on a whim and WOW was I pleasantly surprised.  I never knew Alfred Hitchcock had such a fun personality and such wicked humor before viewing his little intro's and exits during each episode.,1
dvd,0 of 1,4.0,Should have been Jurassic Park II,"This is the sort of sequel that should have been made in the first place. The premise is sillier than the first film (which was pretty silly itself), but the characters are appealing and the action is streamlined and intense. Enjoy the ride and try to forget that ""The Lost World"" ever existed",1
dvd,7 of 7,4.0,Cold War in the High Arctic,"This is a good cold war drama. After a Soviet spy satellite comes down in the wrong place, the race is on to recapture the film. As was pointed out in the film, the Soviets used their German scientists to launch the satellite containing the camera stolen from England's German scientists using a special film developed by the US's German scientists. The film has the location of both side's missile installations and both sides want it. Neither side will give an inch.",1
dvd,1 of 3,5.0,Brainy Baby RIGHT BRAIN,You know you have a hit on your hands when even your boys want to sit and watch this wonderful video over and over again! I pass them walking around the house humming the music and even asking for art materials to try some of the things they have seen in the video. Best educational video I have seen for motivating the creative side of children and it has motivated me to buy other Brainy Baby videos. Try it-you won't be dissapointed!,1
dvd,1 of 3,5.0,ONE OF THE GREATEST SEQUELS EVER MADE!,"This has to be the best of the Alien films! This film, although not as scary as the original (I mean that it did not scare me as much as Alien), it is much more exciting and enjoyable than the first. Also, this would have been an ideal conclusion to the series. Go on, buy the Collector's Edition of the first and this and enjoy",1
dvd,4 of 4,5.0,MLB Bloopers DVD review,"This DVD was better than I could have asked for. It uses footage from the tv show This Week In Baseball [TWIB], and real baseball games over the past few years to cover the silly side of America's Pastime. It goes behind the scenes with a bunch of players including Tim Hudson, Ryan Dempster, select Phillies players, & many others, as well as looking at past characters who stand out in the game such as Tommy Lasorda and Yogi Berra. If you love TWIB's ""How 'Bout That"" section of the show, you will adore this DVD.",1
dvd,,1.0,DEAD MOVIE,"Shame on talented actors like Maura Tierney and Jerry Orbach for their involvement in this laughably bad mystery movie.  Uninspired direction with a trite and convoluted script combine with terrible acting to make a movie that has little to recommend it.  ""Star""/co-writer John Romo is one of the worst leading men to come around the bend in some time, and this is his only film, and I can see why.  He plays a private investigator who finds himself looking into the murders of several lingerie models whose underwear was designed by Tierney, who also works in a local factory run by Orbach.  Dennis Christopher shows up as a seedy illegal alien investigator; and June Lockhart and Lyle Waggoner lend their names to supporting roles as Tierney's estranged parents.  The movie professes to make some statement on the poor treatment of immigrants but it's so shoddily included, it makes no statement at all.",0
dvd,1 of 1,5.0,A WINNING ELECTION,"Rarely has a film captured the essence of adolescence, teenage angst, sexual confusion and school politics as richly as this marvelous movie from Alexander Payne.  Reese Witherspoon breaks out with a performance of incredible range and emotional complexity and established herself as an actress of great range.  Matthew Broderick gives perhaps his most richly realized performance as the straightlaced teacher with his own sexual drives and confusion over his feelings for Witherspoon's often times obnoxious but undeniably strong personality.  In his screen debut, Chris Klein brings a rare depth and humor to the cliched role of the school jock coerced into running against Witherspoon, and Jessica Campbell is great as his sexually confused sister whose honest campaign excites the students and astonishes the faculty.  One of the most painfully honest and funny sequences involves the prayers of the candidates on the night before the election.  Reese prays to an unfamiliar God and beseeches him to let her win so she ""can carry out his divine plan.""  Campbell prays that she finds a lesbian lover at the Catholic all girls school she deliberately caused her parents to send her to, while goofy Klein shows the most depth by thanking God for all of his blessings (especially his large penis) and telling God he knows the best candidate will win.  ",1
dvd,1 of 5,4.0,Very Good,I really liked this movie and think is too underrated. It has a great story line and plot. Although Katie Holmes has a small part it is a good one. I really enjoyed this one. HAs quite a few twists as well,1
dvd,1 of 10,1.0,A really unfunny comedy,"I saw this movie in the theater and was amazed at how quiet it was in there! Since I was bored, I found myself looking at other people there to see if I could get a read on what they were thinking, and after it was over I asked my friend what he thought. He said, ""Oh, it was okay"" but didn't elaborate. So let me: it was painfully unfunny, with jokes or punchlines that fell flat, horrible acting, totally predictable, and very forgetable. This is a movie you might want to rent ONLY if you're really bored and nearly every other movie is out. And even then, you'd be better off to go home empty handed. There's not even much eye candy to recommend, which is a nice fallback if there's nothing else going for it. How people could give this movie anything more than 1 star is puzzling. Just because you like a movie shouldn't mean you give it 5 stars, especially when it's as bad as this one. I mean, I liked Freddy VS Jason, but there's no way I'd give that movie 4 or 5 stars. This is bottom of the barrel",0
dvd,2 of 20,1.0,Shirley MacLaine's Best Movie?,This is one of the worst movies I have ever seen. The characters are unlikeable except for Charity's two friends. The songs are far too long and I had to fast forward through most of them because they were so dull. I was especially disappointed with Big Spender because I love the song and expected a spectacular dance number from Bob Fosse and all they did was stand there draped over the bar. The only redeeming factor was that Sammy Davis Jr. was in it. He's awesome even though the song was fairly stupid. This was my first Shirley MacLaine film and on the back it said that Sweet Charity was her best movie. I have no desire to see her other movies then,0
dvd,2 of 3,1.0,This DVD makes me mad as &*%$#!,"This is his absolute WORST videos, not his BEST.  You are missing tons of classic moments such as:  When Doves Cry, Let's Go Crazy, Mountains, Girls and Boys, Batdance, Partyman, Scandalous, Automatic, Why You Wanna Treat Me So Bad?, Sexuality, I Wish U Heaven, Glam Slam, Anotherloverholenyohead, America, and Thieves In The Temple.  This is a crime.  When is the real DVD coming out",0
dvd,7 of 8,4.0,"Stunning, Deep & Mysterious","I woke up this morning with a burning desire to remember the end of Fellini Satyricon.  Someone is mortally wounded, the blonde guy?  And lies there dying, watching his best friend go off with the boy they both desired, Gitone, and some dancing leaping black guy....  I think.  ",1
dvd,2 of 4,2.0,fuzzy wuzzy,"Okay I admit, they had a shoesrting budget and did most if not all the work on the weekends with the help of friends. Heres my problem, they could have at least paid more attention to the focus of the camera, most of the scenes were blurry, every now and again the focus was clear, I mean c'mon, when I was fourteen I made a short stop motion animation film using an old Bell and Howell super 8 cam and even then I paid attention to the focusing.Okay enough of that, now for the pros of the film. The make-up fx were good and there is one scene that will make most MEN wince, the outdoor and some indoor settings had a NOTLD feel. Overall I recomend at least checking it out and make up your own minds, at least you can say you saw it. Rent if you can, if not, buy used",0
dvd,,5.0,Must see,"I'm a big fan of Roseanne, so It was no surprise to me that the Halloween edition wouldn't be great.  ",1
dvd,59 of 61,5.0,A Slow Spin in the Porcelain,"I'll make this short and sweet.  I used to work in spin.  I did advance, which is creating media events for politicians.  In other words, for a time I was one of those people that manipulated public thought by the way in which we delivered information.",1
dvd,0 of 5,2.0,What's up Charlie Brown?,"This was a wishy washy attempt at the truth. The facts are there in parts and pieces, but it was not really put together well. Some of the choices of material are questionable as being truly valuable to the topic. This DVD had an agenda and is not unbiased, and I think it failed at it's overall agenda. There is more than enough information pre-9/11 and post-9/11 to put together something more worthy and accurate than this DVD has attempted to do. If this is the best contrasting evidence to the bush administration that can be produced after all that has happened in the white house and beyond, we are truly in trouble. The truth is out there, and I think this DVD tripped over them and kept walking without looking down and gathering all the facts together. There were plenty of important facts and things said worth listening to on this DVD, but this DVD is maybe worth a glance, but not a long hard look.",0
dvd,,4.0,Pippin dvd,"I loved Ben Vereen in the show. Wanted the music for my ipod, too. Very satisfie",1
dvd,10 of 10,2.0,Not for Beginners,"This stability ball workout is definitely a more advanced routine and is not for beginners.  This was the first stability ball DVD that I purchased and became quickly frustrated with the routine due to the level.  If you are a beginner, I would recommend Leslie Sansone's You can do Stability Ball training.  If you are a beginner or more advanced, I would recommend Denise Austin's Shrink the Female Fat Zone or the QuickFix Stability Ball training.  My all time favorite DVD for the stability ball is Denise Austin.  This is by far my least favorite.",0
dvd,23 of 39,5.0,My kind of movie...,"had just enough tasteful sex to satisfy and oh yes, the movie was good too :",1
dvd,5 of 6,2.0,Yawn...,"I was a huge fan of the books growing up, and a lover of the period and Jannette Oke's books. I had greatly enjoyed the first movie and was eagerly looking forward to watching the next in the series. Well, I just finished -- and could hardly stop from yawning while I watched!  ",0
dvd,0 of 5,1.0,0 STARS:  I thought I would give this series another chance...I must be a dumba$$.,"The original ""Candyman"" sucks so bad, but everybody praises it and I kept wondering to myself, ""am I missing something?""  So, I tried watching it again and it still sucked as I could not even get through it, so I figured maybe I should watch the sequels and maybe I would find something that I liked about this series.  Well, after watching ""Candyman 2"", one becomes cognizant that this series is just full of rubbish...again, the social overtones and politically correct notions present in this series make the movie absurd in the extreme.  The villain in ""Candyman"" makes me want to laugh because he is so NOT scary...if you want a good laugh, watch the ""Candyman"" series, but if you want to be scared, you would even do better to watch ""Ren and Stimpy"".  In all seriousness, watch ""Halloween"" and ""Halloween II"" if you want to see a good slasher and horror movie that really produces the goods and doesn't try to send a social message. LOL.  Some people call ""Candyman 2- Farewell to the Flesh"" a horror movie...I just call it rubbish",0
dvd,,4.0,"Pleasing,but no Chop Top","TCM III was a good movie.It had all the necessary tools and villians to make a good horror movie.It lacked the essential characters,though.It would've done better if they had brought Chop Top or Drayton back to life.The film is about two friends headed down to Florida from Texas when they come upon a pit of decayed bodies.We already know it was Leatherface,and the two drive on.The next day,they come upon a gas station,where a crazy,yet funny gas station attendant named Alfredo work.Also making his appearance here as well is Viggo Mortenson as Tex,a redneck cowboy who gives the two friends guidance.The two take the road he suggests after a near attack and end up stranded in the woods,pursued by the evr vigialnt Leatherface armed with his trusty chainsaw.It gets the job done every time.As in the Texas Chainsaw tradition,they are captured and prepared for dinner.One of the friends narrowly escapes and must take on Leatherface with the help of an Veteran they met along the way.It's an overall good movie and I loved it",1
dvd,3 of 4,4.0,A great twist on a well-used plot,"Trapping a group of unsuspecting strangers in a house with no exits is not a new concept. They did it in Saw II, House on Haunted Hill, And Then There Were None, and I'm sure quite a few others. But that plot seems to always work. It does for me. House of 9 is no exception. It doesn't follow a storyline that's predictable, even though the plot is not unknown. There are surprises, suspense, thrills and tense moments. Believe me, you won't predict the ending. I was very satisfied with the movement of this film. It's an interesting watch",1
dvd,,4.0,What more can I say...,It is the ultima of CGI video game movies. I must buy for Final Fantasy addicts.,1
dvd,7 of 38,1.0,The Dreamers,"Despite the mixed reviews the critics and other viewers may have given this movie, this is really pretty sick stuff, with little or no redeeming social context.  Objectively, sick just isn't erotic, no matter how hard one may try to rationalize to make it so.  Those who think differently really ought to either:  (a) focus a little more; (b) examine their true motives; or (c) get a life",0
dvd,14 of 15,5.0,Pat O'Brien asks Notre Dame to win one for Ronald Reagan,"Ronald Reagan might have gotten the nickname of the ""Gipper"" from this 1940 bio-pic of legendary Notre Dame football coach Knute Rockne, but it was veteran character actor Pat O'Brien who had the role of a lifetime in the lead. James Cagney had lobbied hard for the role, but when the actor signed a petition supporting the Republican (and anti-Catholic) government in the Spanish Civil War, Notre Dame refused to okay him for the part. This was the first of only two movies ever filmed on the campus in South Bend, and if you do know that the other one was ""Rudy"" you should at least have been able to guess it had to be that one.",1
dvd,2 of 5,5.0,MY NUMBER 2,Just behind WINGS OF DESIRE is Federico's masterpiece.,1
dvd,3 of 4,1.0,"Idiotic, boring, nonsensical waste of time","The acting was stiff and vapid, the filming was grainy and amateurish, the story was non-existent. A good Rx for insomnia, this forgettable piece of rubbish has only one redeeming quality: Seeing young Jim Carey trying to make the most of a boring script and insipid role",0
dvd,2 of 2,5.0,"Fast, Funny, and Full of Effects","Certainly the best kung-fu movie I've ever seen, Kung Fu Hustle is loaded with effects and humor, and stunning fight sequences to boot.  Try and watch any regular martial arts movie afterward and all you can do is yawn, even the great Bruce Lee is tired and played-out in comparison to Kung Fu Hustle.  The movie continues to top itself throughout, with an escalation of fight scenes that peaks with the hero jumping higher than the clouds, seeing Buddha, lightly stepping off a bird, and plunging to earth to deliver a blow capable of knocking a fifty-foot hole in a building!  This aint just wire-fu, it's wired-fu with hilarious weirdness.    ",1
dvd,,1.0,Dissapointed,"Ella Enchanted has been my favorite book for years and when I heard that they were going to make it into a movie, I was estatic. I marked the movie release date on my calander, got my tickets in advance, and waited on pins and needles on the way to the theater.",0
dvd,1 of 2,5.0,Hooked From The Start,"I'm not big on anime, but watching one episode got me hooked.  The voices, the animation, the story, the characters and the music all blend so seamlessly that it is a joy to watch Samurai Champloo.",1
dvd,,4.0,Hilariously Mean Spirited!,"Okay, how many of you liked cheerleaders in your school or anybody who tried out for pageants?  Unless you were one of the misery causing bee-otches, you didn't.  This movie not only effectively makes fun of the way girls treat each other in the pageant arena, but takes a good crackshot at the mothers (Kirstie Alley's character is a real gem!).  It also makes fun of the people in Minnesota.  I see lots of reviewers from that state whining about this film, but heard the term ""midwest"" used far more often.  We feel your pain, but I would have laughed had they picked my state (which is very close to MN).  They poke fun at hunters, Lutherans (yes, I'm one), and lutefisk for lunch in high school (I'm also of Norwegian decent).  ",1
dvd,,2.0,This dud has its moments.,"Okay, this is a really bad movie.  That said, there are some moments here that are so over-the-top bad that they're funny.  The fake accents are so horrible that they become campy and the now notorious love scene involving Sandra Bullock is outright hilarious...and very embarassing.  How she could be making love without removing a single garment is a mystery, but the acting in that scene is ridiculous, as well.  However, it is certainly memorable.  Sandra Bullock shows up for another short scene later in the film, but her role is essentially a throw away part.  Then there is the sudden appearance of notable actor Steve Buscemi at the very beginning of the film in which he seems almost ashamed to be in.  His character never returns to the story after that.  By the end of the film there are so many plot twists that heartfelt boredom ensues.  The acting is bad, the budget is obviously low, and the script, which invokes the occasional giggle, is a quivering mass of bulbous drivel.  Avoid this film",0
dvd,1 of 3,4.0,Ya Hu,"Hard-bitten cop John Kimble (Arnold Schwarzenegger) gets more than he bargained for when he goes undercover as a kindergarten teacher to pursue murderous drug dealer Cullen Crisp (Richard Tyson) while at the same time protecting the man's young son. Pitted against a classroom full of rowdy, 6-year-old moppets whose monkeyshines try his patience and test his mettle, Kimble may have finally met his match ... in more ways than one",1
dvd,0 of 2,5.0,"The Facts of 9/11 ""Propaganda"" only to Enemies of Good","Of all the many many documentaries recounting the despicable acts of mass murder committed in the name of Allah on that day, this is by far the most comprehensive and the most unflinching.  Because of this, those whose mindsets side more with that of the terrorists will find this factual documentary somewhat distressing in its raw recitation of events.  And perhaps none more so than ""Caesar"" in his review of Sept. 17, 2006.  If only he found at least as troubling the carnage, bloodshed, and destruction deliberately perpetrated by his Islamic buddies against civilian populations.  But, more on this in a bit.  ",1
dvd,0 of 1,2.0,read the book,"This really isnt a bad movie if you havent read the book, if you have read the book then think of this as another story based on the same subject. i understand that a book to movie will leave certain things out, and i accept that, but to completely change the ending is not excusable. What was wrong with the way the book ended? Like i said if you havent read the book you will like this movie although they do solve these very complex puzzles after a glance at them(even though they hide a very very valuable secret that will change the world). If you havent read the book or seen the movie do yourself a favor and pick up a copy, its a better story and its cheaper if bought in the paperback, if you dont have time to read it then get it on audio disk or tape",0
dvd,,5.0,"Sweet, innocuous, kids love it!","My children (ages 6 and 11) absolutely love HIGH SCHOOL MUSICAL. My son's drama club is preparing to perform it this spring, and he's very excited about trying out for a part. I enjoyed watching it as well. The musical is set in a fairy tale high school, but what musical isn't a fairy tale? Puppy love and teen rivalry ... all done in a family-friendly Disney way. Walt would have been proud",1
dvd,5 of 5,5.0,Two physicists caught in the uncertainty of human motives,"Based on historical events which are still poorly undertsood, this movie depicts Werner Heisenberg and Niels Bohr - the titans of quantum mechanics in its halcyon days during the 1920s and 1930s - caught in an encounter which is a loose human analogy to Heisenberg's famous uncertainty principle (which demonstrates mathematically that you cannot know both the exact speed and position of a single electron). Drawing from the Tony Award-winning play by Michael Frayn (who also wrote Noises Off), the movie revolves around the dialogue between these two men (sometimes together with Bohr's wife) who meet in Copenhagen in 1942 when Heisenberg, the German, who has been placed within the scientific research progam of the Nazis in their quest to build a nuclear bomb, visits his mentor and colleague Bohr, the Dane who is living through Nazi occupation of his native land. There are deep unresolved questions about the motives of Heisenberg which the characters try to resolve in a series of talks and walks through the same park where the two physicists previoulsy stolled to debate the ideas which came to form the foundation of quantum physics. Set against a piano score which resonates with the inner sense of uncertainty and suspicion in the dialogue, the movie achieves some the things that the big stage does not allow, including flashbacks and scenes ranging back and forth between the park and Bohr's home. [Note: I enjoyed the movie as much as the play]. In an era where cinematic palates seem titillated mostly by fast action thrillers, this movie is another example of how well constructed dialogue makes for gripping cinematic drama when it goes hand in hand with superb casting and performance",1
dvd,,5.0,"One to watch, rewatch, and watch again","I love when a blonde, assumed air-head, realizes her dreams. She even goes far beyond what she thought she wanted. She is lovely, funny, smart, honest, and hard-working. Who wouldn't love her? So glad this movie was made",1
dvd,12 of 12,5.0,A Clay Aiken Christmas ,"A Clay Aiken Christmas was very good! Clay's singing was spectacular (as it always is), and his guests singing was wonderful! This was a very well put together dvd, and it was fun and exciting to watch!",1
dvd,5 of 11,2.0,"Overrated, juvenile writing","This series might be considered a classic if watched by a 12-year-old, but adults will see though the indistinct plot and characters. Most of the plot's famous ""unpleasantness"" is just tacked on to the main story, and is of no significance.",0
dvd,4 of 4,5.0,very clever,"Skillful direction, screenplay, camera angles, acting. :-)  I couldn't understand Benicio del Toro's mumbling.  It turns out he did that on purpose, as he said in the special features",1
dvd,0 of 1,1.0,Meledramatic and poor,"As much as I like Paul Newman, this movie is very disappointing once you've seen the far-superior film ""Day One"".  The portrayal of Oppenheimer and Groves is overly dramatic and totally unlike the behavior of real professional people.  The movie dwells on romantic side stories instead of fleshing out the history and science of the Manhatten project.",0
dvd,,4.0,Missing Element,"OK, this movied is a favorite. Having said that, I am less than blown away by this new transfer. Still looks a bit dull to me. It's a fun set though. Getting the box was a no-brainer. Am I the only one who's missing the poster offer? A sticker on the outside claims that the offer is to be found within. Well I don't see it..",1
dvd,4 of 6,5.0,A Perfect Workout,I have found Pick Your Spot Pilates to be absolutely perfect!  I can choose which spot I want to work-out for the day or do them all.  I usually walk first then add a 10 minute Pilate workout to wrap it up while my muscles are still warm.  I would highly recommend this workout video,1
dvd,3 of 3,5.0,The Point is excellent video,This wonderful TV special from the 70's is timeless and has great music by Harry Nihlssen (not sure of that spelling).  The lesson is all about tolerance with lots of side issues of great value.  I am thrilled to own this DVD.  It brought back all kinds of memories for me - both the story AND especially the music. It is a perfect addition to my collection of movies for my grandchildren,1
dvd,4 of 5,1.0,Appauling Quality,"This is a potentially very good film. Interesting idea (bearing some resemblance to ""Angel heart""). Sadly marred by a quite appauling transfer. I don't think I've ever bought (DVD or video) or seen (TV or cinema) quite such an awful copy of a movie. It is clearly stuck together from more than one original, with the logo ""Delta"" appearing now and again in the bottom right hand corner, but don't be misled into thinking this is the most complete version. The term ""special edition"" seems to refer only to the fact that it has been released !!!!! Tony Curtis does an incredibly poor intro and epilogue (clearly from some late night cheap TV series).",0
dvd,18 of 21,2.0,More of the same . . .,"Being a fan of Cesar, I expected something new and informative.",0
dvd,3 of 4,5.0,"Excellent, but mis-titled","Rather than ""Menace to Society"", this movie should be titled, ""The Unfortunate Victims of a Racist Society"". My heart bleeds for the real-world counterparts of these young men, caught up in the unending battle for survival in South-central LA, and other such areas all around the country.",1
dvd,,4.0,Thelonious!,"An absolutely wonderful film by Clint Eastwood. Thelonious was an amazing man. He said things on the piano that we wordsmiths aren't able to communicate. His unusual character made for an interesting subplot. This film is footage of the man himself, usually playing his music. I'm just sitting here being stunned.",1
dvd,2 of 3,2.0,Bad Quality DVD,"The video in this DVD looks as though it was put through a simple computer program that decoded it for going on to a DVD disc. A standard 4.7GB disc, by the way; that's what you'll get when you buy this.",0
dvd,3 of 3,2.0,Would not recommend,"I own several Real Wheels movies and thought I would give this one a shot.  I found the picture quality to be less than I expected and the footage seemed out of date.  The narration was dull and boring, and the children's voices screaming the number of the truck to be annoying.  I would recommend any of the  Real Wheels series instead of this - they never fail to please my 3 1/2 year old truck lover",0
dvd,2 of 5,5.0,This is for the entire show,"Oh, wow. I can't complain much about this. Although some things I didn't notice explained and the ending was a little rushed, this was still very effective on me. It may've been better as a game or not, I don't know. There were several times where this made me so emotional I wanted to cry for the characters. The silent and melancholy Kaze, the hilarious and deranged Cid or the hyperactive and cheerful twins. Even for the short time you know them, they grow on you and what becomes of some of them is just extremely heartwrenching. I know some people may not be satisfied with this, but I was. I recommend it",1
dvd,5 of 5,5.0,You will fall in love with this show!,"Where do I start??  I am a 39 year old career-obsessed straight female (lawyer). I fell in love with these guys. Brian (Gale Harold) You are the James Dean of this generation, the man we love, adore, the badboy with a golden heart, who we all fall hopelessley in love with.  Brian, Justin, Em,Micheal and Ted.  I became absolutely besotted with them and their funny, sad unbelievable stories and watched fixated episode after episode.  I laughed, I cried, I cheered and I lived the rollercoaster with them.  Buy series 1, you will be hooked just like I was, I have now viewed all 5 and keep going over and over them. It dosent matter who you are, or where you come from, or what you represent. This series is wonderful, and funny and full of love and hope. Its appeal is absolutely universal for all us dreamers and lovers and geeks.",1
dvd,1 of 1,5.0,The best movie of all time!,"This movie has it all, especially for baby boomers of the early 1970's. Blethyn, as a betrayed widow is priceless and Nigel Ferguson as her pot smoking gardener steals the movie with his characteristic good humor and good looks. The English scenery is charming and Blethyn's loyal village friends top off the movie's touching humor and happy ending. I have given this DVD as Christmas gifts and my friends have loved it too. A MUST OWN",1
dvd,3 of 3,4.0,Not the best quality but worth the money spent,"I agree with some of the reviews where the quality is not as good as say Baby Einstein videos, however, I still recommend this video for children just learning to speak or with speech delay. My two year old son was not frightened by the woman in the black turtleneck although I agree that the facial expressions are pretty bland.  I love the tips on helping your child with speech and language at the end of the DVD. My son is already trying to make new sounds since watching for only a few days. The video has given us new ideas on helping our son progress with his speech and language development. Hope this review helps those that are on the fence about purchasing.",1
dvd,3 of 4,2.0,Qd3's weakest effort yet,"QD3 has put out some good product before but thid dvd is kind of weak. The Roxanne battles, EPMD, KRS&Nelly, Canibus&LL, And Ice Cube vs Cyprus Hill was dope but the DVD feels incomplete. The Grandmaster Caz vs. The SugarHill Gang beef that can be found in the extras should have been in the main movie. I would love to hear Big Ban Hank try to refute what Caz says. The Royce/D12 beef was obviously a replacement for the eminem/source beef and word is the source punked them out of using the footage.",0
dvd,2 of 47,1.0,Liberal Hollywood at it's Worst.....,"This is the kind of morbid/vulger trash that Warner Brothers does now.  With them it's a show that is full of sex, graphic content, and a life style that is really damging to one's mental and physical health.  This show and it's studio are no better then Disney and their Desperate Housewives show that treats women like call girls.  It's all represents a Hollywood that is out of control and completely gone off the edge.  I condem them both",0
dvd,4 of 6,5.0,Pretty Woman,"   Pretty Woman (15th Anniversary Special Edition) has to be considered one of the most classical,romantic comedies made throughout the years. Julia Roberts and Richard Gere are excellent actors together and without them I don't believe the movie would have been the same. This classic ""fairy tale"" movie where the woman finds the man of her dreams is funny and different from the all the rest. This is not your typical romantic movie and I believe that is why so many people love this movie. Pretty Woman is a film that will always capture its audiences heart with a little added humor here and there.",1
dvd,3 of 3,4.0,"Dirk and Al, together again for the first time, search for a ship in the desert","Any movie that begins with a Civil War ironclad going down a river with guns blazing is going to appeal to me (although my wife thought I have started playing the wrong movie). Then again, it was really upsetting at the film's climax to see the C.S.S. Texas getting shot up. Yes, I know it is just a film, but the thought of finding such a Civil War artifact intact only to have it immediately start getting shot up momentarily took me back to the real world, which is a mistake because realism is not the name of the game here. ",1
dvd,3 of 8,2.0,Not True Celtic,"PASS ON THIS ONE. THE ORIGINAL WAS OK, BUT IF YOU WANT GREAT MUSIC, GREAT DANCING, AWESOME SETS, TRULY CELTIC--EVEN WITH THE HUGE EGO OF MICHAEL FLATLEY, WHO IS, BY THE WAY AN EXTRAORDINARY TALENT, BUY HIS SHOW ""FEET OF FLAMES"" TOTALLY TOE-TAPPING AWESOME. THIS WILL BE NO DISAPPOINTMENT LIKE THE SO CALLED ""BEST OF RIVERDANCE"" IT HAS NO SPANISH DANCE, NO SPIRITUALS, NO HIP-HOP, NO RUSSIAN DANCE. ALL WELL AND GOOD FOR MANY. BUT FEET OF FLAMES IS TOTALLY IRISH & CELTIC, WHICHEVER YOU WANT TO CALL IT.  EMMA KILLINGBECK  SCOTS&IRISH TO THE COR",0
dvd,,2.0,Wow.  I don't care...,"Long, tedious action adventure with repetitive dialog, bad plot holes, and generally boring characters is how to describe this little foray into following up the characters from Bad Boys.  ",0
dvd,1 of 7,1.0,Worst anime tv show I had seen in a few years,The only other FF material I've see is the movie and I didn't play any of the games yet so I'm not basing this review on that. After watching the first 3 dvdsand about 1/2 through the show i can say for me this show sucked. ,0
dvd,3 of 4,4.0,Good animated series for elementary school kids,"Quite a bit of what I see on the few TV channels I let my kids watch depicts either *borderline* behavior or is so vacuous I cannot stand it.  This series has a plot, good writing and good production values.  It has the added benefit that I can also stand to watch it.  I am hoping the second season maintains the quality of the first",1
dvd,1 of 8,2.0,Snore.,"Don't let the cover fool you, this film isn't half as fun as you may hope it is. Maybe it's my own fault, but I was expecting something more like ""Groove"", or at least something interesting to watch. And it's not for my lack of knowledge of the bands, I often listen to Joy Division/New Order/Happy Mondays, and more from that scene. However, this seemed much more like the story of Tony Wilson and The Factory, than it did about the music, and almost came-off as a documentary. I almost stopped watching it out of boredom, but saw it through anyway. Now I wouldn't call this bad, it had it's good parts, just not many.",0
dvd,,2.0,Not as good as I had expected,I like Air Supply songs. This DVD is a big disappointment. Sound quality could have been better,0
dvd,,1.0,The Showgirls of Cocaine Movies,"I hate to be the dissenting voice here, but The Boost is one of the most hilariously bad, cliched and over-the-top pictures I've seen in a long while.  It's so silly it unintentionally wanders into John Waters territory several times.  The thing is, James Woods acts like he's on coke before his character starts doing coke, so when he actually starts the coke binge, the movie enters a hyperreal realm of ridiculousness.  Still, it has its moments, such as Sean Young falling down a flight of stairs and having a miscarriage, or Woods explaining that cocaine ""just takes your natural energy and amplifies it"".  A good title would be ""National Lampoon's Cautionary Cocaine Tale of the 1980s""",0
