product_type,helpful,rating,title,review_text,sentiment
electronics,6 of 6,4.0,Perfect for your laptop,I'm a Creative fan so these are the first Logitech speakers I ever bought and I was pleasantly surprised. I was looking for a set of speakers for my laptop but since the portable models are more expensive (and probably will not sound as good since being portable means no sub-woofer) I decided for this not-as-portable model.,1
electronics,2 of 2,1.0,Garbage!,"To back up my personal DVD collection I burned 200 discs.  100 on these Memorex DVD+R's, 100 on Philips DVD+R's.  EVERY Memorex had flaws during playback.  EVERY Philips was flawless.  I've been buying Memorex for years but I'll never buy Memorex again",0
electronics,,5.0,The best option for the 'best' fit ......,"I tried all the rubber vinyl plugs that came with the E3C's, but they all had the shortcoming of not effectively sealing the ear canal making bass very poor, and they were uncomfortable.  The yellow foam plugs are easy to use and work just like the ear foams many people use in industrial applications.  They effectively seal the ear canal and are very comfortable.  Although they seem a bit expensive I've found that once they get dirty you can use water and a bit of dish detergent to clean them.  Just soak, squeeze, rinse and let them air dry and they are as good as new.  You can do this three or four times, then just toss them away.  ",1
electronics,4 of 4,5.0,Fast and does what it should,"A simple, cheap investment.  This CF reader actually does what it should, i.e. transfer info from compact flash to the computer.  Previous Kodak 1.0 multi-card reader had issues after a few weeks, and stopped working after 2 months.  This one is much faster and is still working.  Ahhhhh",1
electronics,,5.0,Wors great but should be able to upgrade/trade in,"Box worked perfectly as expected. However, it would be nice to be able to upgrade firmware to the new HD like performance or via a trade-in program to allow old customers to upgrade to the new Sling boxes",1
electronics,3 of 7,1.0,The slide lock key is too weak,"I bought it last april and i didnt realize that slide lock key was too weak, and now I try to write data but a message is about the data is secure (locked)",0
electronics,3 of 3,1.0,Not Reliable and Customer Service is Poor,"Everything your read about the picture quality is true... however, this product just isn't reliable.  Cost me another $600 to get it fixed and it isn't even 18 months old. I am sure I am not alone since you can see these on that famous auction site may with similar power issues.  Customer service from this company is also very poor. If I had it to do over I would not have purchased this product and I probably should not have spent the money to get it fixed. I think it will be just a matter of time before some of these 5 star reviews begin to change their tune",0
electronics,1 of 3,1.0,FM transmitter,It broke after two uses.  It has an auto shutoff if no detection after 30 seconds and I plugged it in to everything and it would shut off every 30 seconds.  I was so mad I threw it out the window.  What a waste of thirty bucks,0
electronics,,2.0,"Nice feel, but terrible tracking--huge lag time","I've had this mouse for about a month...use it with my Mac G4 at home...and I'm exhausted. It feels very nice in the hand and I really like the scrolling ball feature (hence the 2 stars), but it's just not predictable. Sometimes it glides along smoothly, most other times it tracks across the monitor like you're mousing over pebbles. I've tried a number of different surfaces: desktop (light woodgrain); smooth, medium gray fabric mouse pad; mouse pad made specifically for optical mice (better than the other two) and I have even tried picking the thing up and shaking it to knock it into submission--to no avail. It still lags and I have a hard time honing in on an object to select it (or to check a box or pick up a puzzle piece in a jigsaw puzzle...)",0
electronics,4 of 4,1.0,Useless - does not retract,"I agree with the previous review.  This phone cord worked twice.  Now, it only retracts about half way, and keeps getting worse.  I'm returning it for a refund.  Don't waste your time with this",0
electronics,1 of 1,5.0,Great Monitor,"I had a little trouble getting my system to recognize it when first set up...but after a little tweaking, it works beautifully.  Previously owned regular CRT...what an improvement!  Superb clarity and brightness.  For the money you just can't go wrong with this one",1
electronics,6 of 16,5.0,Great Phones!,There is absolutely nothing that we don't like about these Panasonic phones.  The sound quality is excellent as is the range.  Very happy customers,1
electronics,0 of 1,1.0,NOT WORTH THE MONEY,"Everyone knows TERK MAKES JUNK, and this multiswitch is no exception. I needed a multiswitch quick, went to Best Buy and paid, get this, $154.00 for this Terk ms!! Yeah, I know, but I needed it asap. ONE WEEK after installation, one of the satellite inputs crapped out, dead. And I do have surge protection on the lines. Also, the unit runs very hot. I've had three other Terk products do the same thing. Avoid Terk at all costs and go with Monster or even Radio Shack in a pinch. Will never buy a Terk product again. Ever",0
electronics,5 of 8,1.0,Midland GTX600VP4 Radios Bogus - Midland Bogus,"Using this product to communicate between motorcycles as promoted by the very fact that there are motorcycle headsets for your helmut available for these radios is clearly unsafe.  The distractions created by the radios having no range after about 100 feet can prove fatal for a motorcycle ryder due to a momentary lapse in concentration, just as it would be between a bike and a car.",0
electronics,5 of 5,4.0,dual voltage /  dual wattage,worked very well as planed,1
electronics,,4.0,Wonderful Keyboard,"This is the second G15 keyboard I've purchased, not because the first one broke, because it's such a great keyboard. Now I keep one at home, and take one with me when I go LANning.  The only issue with the keyboard is the LCD is pretty useless is fast paced FPS games, otherwise it's good for keeping the clock up so one doesn't lose track of the time",1
electronics,28 of 33,2.0,Like a Porsche... without wheels!,"When realtime traffic monitoring came to my city, I immediately started looking at solutions to help my wife's daily business driving (2-500 miles weekly, crisscrossing a 50-mile area through major traffic routes). I quickly settled on an automotive GPS with realtime traffic monitoring. There are not yet many choices in this area, so the options boiled down to this unit and the Garmin 2720. (These use FM radio for the traffic info; the XM-radio units like the TomTom 700 and Garmin 2730 had unacceptably high monthly costs since I don't want XM radio.)",0
electronics,0 of 2,2.0,"Static, Static, Static",This did not live up to its price or my expectations.  I walk to work and there was static on both AM and FM -,0
electronics,1 of 4,1.0,Buyer Beware,"All ports began running slow after just 6 months of use. Followed LinkSys RMA process and they sent me a hub in return by mistake. I followed yet another LinkSys RMA process and had to wait TWO MONTHS for the replacement switch covering their mistake. The replacement switch died after 1 week of use. The latest RMA unit ran excessively Hot until the smell of burning plastic left the air and then it would not power up. This is what I have learned about Linksys: #1) This should be a simple network pass-through device and it should not fail unless manufactured poorly - Linksys apparently cannot make a good one. #2) Do not even think about turning a broken unit into Linksys under their RMA process, they will simply send you a refurbished unit and it cannot be trusted. If these cheap switches fail they cannot be fixed and the original manufacture was flawed in the first place. #3) Choose a competitors product - I have had other brand switches running for years with no issues",0
electronics,1 of 4,1.0,Blah sound overall,"I was really excited for these affordable speakers after reading the rave reviews, however, I have been extremely disappointed in them.  I may have had too high of expectations, but these things put out NO bass whatsoever (it just sounds muffled and cruddy), and the overall sound is extremely poor.  I'm really surprised as I've owned JBL speakers in my car that I was extremely pleased with, so I'm amazed at the lacking quality in these.  I would recommend either finding another similarly priced set with good reviews or paying a little extra and getting something with a sub included",0
electronics,2 of 2,1.0,Was not recognizeable,these were not recognizable by my Sony Dual layer burner... maybe with more attempts and practice they will be,0
electronics,5 of 5,5.0,Excellent LCD!,"Researched a lot before I bought this TV and for the money, this one was hands down the best 32"" LCD.   Also, Amazon had the best price by far and it shipped to my house in a timely manner with no major issues.   ",1
electronics,1 of 1,4.0,Good little speakers!,"I am very happy with this product. It folds super slim, so traveling with it is a breeze! Pretty good sound - not Bose quality, but for the price, very respectable! I've had it almost a year, and it has been along on many weekend get-aways, and works great. I use it alot, so it was a good purchase for me",1
electronics,2 of 2,2.0,Unacceptable.  This is worse than Beta.,"I bought this a few weeks ago so that I could connect a cordless phone to my office computer and use Skype for my calling.  When it works, it works well, and the sound quality is fine.  Unfortunately, much of the time, it doesn't work.  It drops calls at random.  Customer support is dismal, I emailed them several days ago and didn't even get a response acknowledging the email, let alone a solution to my problem.  Just now I have tried reinstalling the drivers but that seems to be failing.  ",0
electronics,8 of 20,1.0,Not what I thought,"  This product is not very good.  There is no display on the TV, just a black screen.  The remote, which is just a pause button anyways with no menu functions, does not make a difference because you are unable to see your small Ipod screen from far away.  The overall video quality is quite low, even with an s-video cable",0
electronics,3 of 5,1.0,Won't return money,"Adorama is a terrible company to deal with. They sent me a pkg of 2 Epson ink cartridges and 270 papers.  I have called several times as the ink cartridges were not the correct ones. I returned them as instructed, written 3 letters and called. This started in mid July.  I called 2 weeks ago (Aug 28th and a different gal said she thought I should have my money back and would see to it.  That was over 2 weeks ago and nothing since then.  ",0
electronics,2 of 3,2.0,"Love the concept, hate the product!","I think this product design concept is great.  I love the flexibe arm size.  It fits great in my car.  The CRAPPY part.  I live near metro st. louis and i could not hold a signal ANYWHERE!  I always had some intereference.  whether it was fuzz or the signal going in and out.  This product did not meet my expectations, especially since the back of the package states I should have crystal clear sound.  This is not true.  I have returned this product after little success over the first week of purchase.  I am now waiting to get my DLO transpod 2 in the mail to try it out.  I want something to work!",0
electronics,3 of 4,5.0,Strongly recommended,Kingston's 2GB Data Traveler USB drive is perfect to storage files. I have looked for a 2 GB USB and found this one to be the cheapest based on its characteristices. I think it is a bargain price,1
electronics,,5.0,WOOP,the razor diamondback is awsome no problems with install. and great sensetivity when doing everything,1
electronics,2 of 2,5.0,You get what you pay for with these speakers.,"These 2.0 speakers sound great (and not just for their size), are adjustable, small, and good looking. I'm about half deaf and every speakers with a separate woofer had too much bass when I turned the volume up so I could understand human speech. I'm happy I spent the money. These are real quality in my opinion",1
electronics,3 of 4,5.0,amazing for the value,When i first came across this particular microphone i had my doubts. Considering the price of it i just couldn't see it holding up for what i wanted to do. to my surprise this mic exceeded my expectations. For recording vocals this mic is amazing. a real professional sound for a extremely low price. i definitely recommend this mic to anyone out there looking for an in expensive way to make professional sounding material,1
electronics,,5.0,Good product,This first time I use the HD product in my home video system and have the expected results. After I installed it and it immediately scan all the signal channels in my local area and have good quality. So far I place the antenna in door just in the first floor. I don't have too many channels in my living area in OH,1
electronics,,2.0,Wireless headphones,"It is a great idea, with a few qualifiers.",0
electronics,46 of 48,1.0,Poor Quality Video. Not worth purchasing.,I recently purchased this item from Sharper Image and was very disappointed. ,0
electronics,1 of 1,1.0,AmbiCom WL1100C-CF Compactflash 11MBPS Adapter,"I tried to use it in my Dell X50 and it hardly worked, was too slow, too short range, you have to unplug and plug it bacl again and again.",0
electronics,,1.0,Cheap & Buggy,"The features, size, and design of this unit are what drew me in. But after just a few uses, I quickly came to realize that this was nothing more than cheap electronics wrapped up in an attractive, but completely unusable package. To start with, the unit is small - the smallest of its kind. But the bulky external mic makes the overall footprint just as large as some of the palmtop units that this was made to replace. Second, the unit has a built-in rechargeable battery that cannot be removed. So, when it crashes, which it does frequently, there is no way to ""cold-boot"" the unit by removing the battery. This is also a problem because it reduces the unit's true portability because you can easily get stuck with no remaining battery life and no AC power to recharge it. Then, what you have is a paperweight. Oh, and by the way, when you do have it plugged in to charge, the backlight is always on (even if the power is off). So forget about using this unit as a plugged in desktop recorder either.",0
electronics,,2.0,"Good sound, when they stay on my ears.",I had such high hopes for these headphones.  I wanted to hook them over my ears and go running whenever I pleased.  But it was not to be. ,0
electronics,1 of 3,5.0,Great value excellent service,High quality disks.  Never a bad burn.  Fast delivery.  Buy this from this selle,1
electronics,,4.0,Logitech MX500 optical mouse,This is a corded mouse; fits comfortably in your hand.  Moves smoothly across table surface; works well on a mousepad as well if you need wrist support.,1
electronics,,5.0,"My last ""jump drive""","I had a small 512 Sandisk a while back, so when I saw a review for the Titanium 2GB Cruzer in a popular computer mag, I decided to upgrade from my Lexar 1GB.  So far, I'm very impressed.  Just did a 1.26GB transfer that took 140 seconds.  I was a big leery of the included software, but was pleased to see that if I didn't care for it, it was easily removed.  I have not had an issue with either the software or the drive, and am very impressed with the design of the retractable interface that requires pressure to expose or retract.  This is a very good drive, and contrary to the negative comments, I would encourage anyone looking for a fast, stylish, practical jump drive to seriously conside the Titanium Cruzer",1
electronics,,5.0,A must with the Garmin GPS i5,I don't think I would have used my i5 without this. I just wish it came with the GPS instead of having to buy it separately. Great to easily move my GPS from car to car. Highly recommend,1
electronics,8 of 11,1.0,Back-UPS ES drops power AFTER power is restored!,"Most people buy a UPS, plug it in and never test it to make sure it works. I tested this device a number of times to make sure the software would at least shutdown the computer after an outage. I set it to shutdown Windows after 1 minute. Only the computer and a few small phone accessories are attached to it. ",0
electronics,1 of 1,5.0,Fantastic mouse!,"What a relief to find this mouse after having bought a Microsoft 6000 lazer mouse which caused my tendonitis to flare up again really bad.  I had originally gotten really bad tendonitis from another Microsoft ""ergonomic"" mouse a year ago, which became chronic, but barely noticeable until I tried the 6000.",1
electronics,1 of 1,4.0,Excellent Mouse...Software Needs Improvement,"As the title states, this is an excellent wireless mouse.  Works right away with Windows XP, no driver install or software needed for two-button and normal scroll capabilities.  Software allows for extra button assignment, but could use some work.  I have had some trouble finding the menus I want when I want to find them.  For example, I have an issue where I cannot find the extra button assignment menu after plugging in the USB receiver after a system start-up, however I am able to find those menus in the software if I remove and reinsert the receiver.",1
electronics,6 of 6,5.0,Adds another dimension to X-Plane in OS X,I bought USB rudder pedals and yoke for use with X-Plane on a Mac Dual G5.,1
electronics,1 of 1,5.0,Great product,This headset is everything that I hoped it would be and the seller rates 100,1
electronics,4 of 5,5.0,"Inexpensive, Great Performer, Outstanding Value","I initially purchased this model then returned it in favor of the Sony SRF-M37V because of its five one-button pre-sets which make it a no-brainer to use while exercising.  However, the SRF-59, perhaps because of its analog tuning, suffers less from co-channel and adjacent channel interference on FM.  It's audio is slightly brighter and more musical with a decent pair of headphones or earbuds than its digitally tuned cousin.  With this in mind, I purchased another SRF-59 yesterday and spent all last evening listening to it.  I literally could not make myself shut it off and go to bed I was having so much fun scanning the FM dial.  There was a program which aired last night on a local channel which featured bass-heavy 12"" remixes of eighties new wave hits with, blessfully, very limited commercial interruption.  Over the course of a three hour listening session, I gradually cranked up the volume.  As I was too lazy to fish out decent earbuds, it became apparent that with bass-heavy audio at very loud volumes the SRF-59's tiny amplifier was insufficient to drive stock Walkman style headphones and peak audio was clipped which simply necessitated turning the volume down a tad to restore full musicality (I understand that decent quality earbuds require less power to achieve the same level of high sound output, therefore there will be no audio clipping).  Nevertheless, the sound quality from this bargain-priced Walkman through less than ordinary headphones was astounding.  The party is literally in your head, and the soundstage ranges from ear to ear, which is somewhat disconcerting when it is located above your sinuses.  I also made one pass through the AM band and there the SRF-59 was no slouch either.  I hauled in 1200 WOAI San Antonio which is approximately 1000 miles from me.  Though no true DX machine, after all how could it be, it is at the least a competent performer on the AM band as well (I suspect early in the evening AM DXing conditions were as good as they have been in a long time).  For more on this model and others visit Xin Feng's website.  I highly recommend this model for cheap thrills!         ",1
electronics,4 of 4,1.0,Another AT-65 substitution,"Unfortunately, I too received a switched item (at-65)in a sealed Magellan box today.  Jennifer in Customer service assured me that they will refund the purchase and that they will investigate the stock they have.  She was very apologetic and helpful. I will see what happens but am thankful that she was there to help",0
electronics,2 of 2,4.0,"Antenna works OK, Garmin needs a better antenna plug","The antenna works well and obtains more satellites than the GPS units internal antenna. This easily solved the issue of poor reception when the GPS is inside of a car; however, the best accuracy I am able to obtain is 13 feet with this external antenna vs. the 9 feet using the GPS's internal antenna when in an open area.  Garmin's external antenna connector plug does not attach very firmly and can disconnect easily when the units are moved around (on my GPS).  I feel the antenna was worth purchasing",1
electronics,,4.0,VHS TO DVD AND IPOD,VHS to DVD disc is just one easy setup. I set mine to record and recode just before I go to sleep. When I wake up a finished disc awaits. With the software tools that are provided you can sharpen and correct VHS that has degraded and bring back life as when it was first transfered to tape. I have taken many VHS tapes that were never released as DVD and now have the start of a great library. Editing is a little tricky until you get the hang of it. The product works well. IPOD old music videos and movies for a real treat. Sound is perfect,1
electronics,2 of 3,2.0,NOT SO GREAT AS THEY SAY.JUST OK,These radios look nice but there are some problems here. First the batteries do not last long unless you do not talk. Second the biggest problem for me was uncompatibility with other radios and brands. The receive quality is very poor and hard to understand at times. I also hace a T7200 and the difference is like night and day. The 7200 is the best. The 7400 i believe is an has flaws and that is why you see them priced so low. I paid $24.00 on ebay and also have seen the set at home depot clearance for $44.00 today. What good is any radio if you cant understand what someone is saying? Good try motorola but this is a poor product.NOT RECOMMENDED TO PURCHASE,0
electronics,2 of 2,1.0,Chinese made Junk - save your money!,"I was tempted by the cheap price and got myself a 10 pack. They are rated at 2000 mAh, but run out of juice after the digital camera has shot maybe 5 frames. My 2 year old Panasonic 1600 mAh in contrast can run the same camera for over a 100 shots. I tried these batteries in my MP3 player - and even there, it won't supply enough juice after an hr worth of playback. It is not that the battery does not hold any charge - that it has. But it just does not supply the peak current required by most digital devices. It seems to be all right for use in a flashlight. A set of batteries that will not power a camera will power a flashlight (a bit dimly) for hours (yeah - I tested it). For the test, I had  charged the panasonics and the lenmars for the same duration (it is not a charger issue).",0
electronics,5 of 5,4.0,On the Contract,"If you buy this service plan, print out the contract and keep your receipt. I did not purchase the plan, but looked over the contract intensely since I nearly got it.",1
electronics,,4.0,Works for me,"I've had this controller for over a year now, and it still works great and reliably as ever.  After many months, the analog sticks occasionally drifted a little, but a quick jiggle and they'd be back to center.  ",1
electronics,4 of 9,5.0,The Sound of Silence,Works exactly as advertised - I travel a lot and I can finally enjoy those long travel hours in planes calmly.,1
electronics,1 of 6,2.0,"Below Average Sound Using FM Wireless Signal; Also, cancelling service is a joke",This review is more about my several month's experience with XM satellite radio and the not-so-good quality using the wireless FM frequencies through our car's radios. I live in Los Angeles.,0
electronics,2 of 2,4.0,Good Cell Phone Accessory,"Handy traveler accessory. Retractable USB cord very nice. Had a small problem with Moto adapter, one of the locking pins would not release. Was able to get release wire reseated under release button and all working fine now",1
electronics,9 of 9,5.0,great little speakers,"Those people giving these speakers low reviews because they don't have enough bass are idiots.  I don't know what people expect of these little speakers, but it is difficult to imagine them delivering as much bass as they do.  These are amazing little speakers that have accompanied me in all of my travels; from Paris to camping in Northern California.  I cannot imagine going everywhere without them.  They are not  equivalent to a $10k stereo system, but they are not meant to be.  All I need is my Zen touch or Zen micro and these speakers.  Do not listen to the other reviews, these speakers will make a decent stereo of your MP3 player.  Enjoy them anywhere",1
electronics,2 of 3,1.0,Just did not work!,"I am the owner of a home day care and I had all of the kids bring in T-shirts so that we could all create our own unique father's day gifts with these iron-on transfers. When I say that I followed the directions Precisely I am not fooling! I was so concerned about slip ups that I made sure I followed the directions to the letter, but every time I tried to pull off the cooled transfer paper off came half of the design and the rest styed on the paper! Very disappointing",0
electronics,0 of 3,1.0,Did not work-avoid this product,"The iM3c was a gift - looked like a great little portable stereo for my Pod. First used it on a trip. Started off playing ok and then the sound cut in and out. Frustrated me for the week as I didn't know if it would play or not on any given day. When it did play it was ok but not great. Finally, it didn't play anymore.",0
electronics,0 of 4,1.0,Review of Zenith ZHDTV1-HDTV-UHF Digital Indoor Antenna,The Antenna did not work at all! Save your money!,0
electronics,2 of 2,5.0,Perfect headset for me!,"I matched this model number up with the phone I have, and it is a perfect fit for the phone and for me.  I stay on the telephone for lengthy conference calls most of my workday, and the headset types that go in the ear ended up causing soreness.  This headset sits gently over my head with the earpiece lying on my ear.  I'm told I can be heard very clearly without echo or fadeout.  I would highly recommend this headset",1
electronics,4 of 16,4.0,Fast,The 4GB high speed memory card is the best it is fast and it can store so much data I cant even imagine using all of the memory but the only reason I gave it 4 stars is because it's over 700,1
electronics,5 of 5,2.0,Disappointing,"First - a disclaimer: I know very little about telephone headsets, but decided to buy one because I had a series of long telephone meetings coming up.",0
electronics,1 of 1,5.0,Great Card at great price,"I have been using this card for last 6 months, no problem so far. Rebate takes some time to arrive",1
