product_type,helpful,rating,title,review_text
electronics,2 of 5,1.0,Wide Screen Recording,"There is one, but serious flaw in this DVD recorder which is not spelled out very well in the Instruction Manual.  If you want to record widescreen material and have it play back in widescreen format, you must use a DVD-RAM disk.  Although it will record using DVD-R and other formats, if you use them to record a widescreen image, it will pay back in a squished full screen image. I think this should have been noted prominently in the instruction material"
electronics,,5.0,It works,This product works well. You can change the base part in order to fit a variety of holders. Theres room to plug in an fm transmitter on the port dock on the underside. I can even fit my ipod in this with a speck silicone case on it which is convenient
electronics,1 of 1,5.0,Great sound and quality,"I've never paid this much for a pair of earbuds. I purchased a $30 pair of Sony earbuds, and the difference in sound quality between those and the ZENs is very noticeable. I have a ZEN Microphoto, and I was impressed with the quality of that, so I went with another Creative product. I'm not disappointed. It's important to note that ALL earbud-type of headphones require them to be seated properly in the ear canal in order to get full audio quality. These are no different. The first thing I noticed is that I have reduced the volume on my player, and have turned the extra bass OFF; there's no need for it with these. I highly recommend this product"
electronics,1 of 1,5.0,Lexar Professional CF cards,"I'm a working photographer who has been, after several years use, getting write errors on my Lexar Professional CF cards 1 Gb and 2 Gb. I contacted Lexar about what to do and was told that the professional cards have a lifetime warranty and they are now in the process of replacing my cards, after 40K to 50K exposures on each. Quite happy with them"
electronics,1 of 1,4.0,Excellent CD-RW,"It is an excellent product, easy to install, really powerful, the only minus is the burner software, if you have or you can purchase Nero or CDRWin then you can obtain the maximum performance from this unit"
electronics,15 of 17,5.0,"Great, Soft and Practical",I purchased this for my special needs son who is 4 and needed a case for his cd player. It is very lightweight and soft and has space for a few of his cds. The adjustable belt is very easy to open and close and make larger and smaller. I am very pleased to have made this purchase
electronics,4 of 4,5.0,Great price,I bought it to hook up my x-box 360 to my computer. It works great and i did not have to spend $100.00 on a wireless
electronics,,5.0,Wireless Headphones,Best move I've done in awhile. The sound quality is excellent with no static or other anoying side sounds that I had on the other phones I have had
electronics,,4.0,Great bass for small headphones,"The portapros have great bass for small headphones.  And at least when I bought them, the Amazon price made them well worth it.  The only little quibble I have with them is that when you put them down around your neck for a minute, the headband contracts and gets very tight"
electronics,2 of 2,5.0,Perfect,"It got to me quickly, even before the estimated arrival date, in perfect condition. It blows away my last MP3 player. And best of all, Microsoft and/or Apple don't have their hands in this device. No playsforsure. No i-tunes. That's the best part. I pity all of you with i-pods and playsforsure mp3 players. You'll never know what it's like to not be a corporate lacky unless you get an MP3 player like this one."
electronics,2 of 3,5.0,Simply Amazing!,"I use these in my office hooked up to my ipod, and it is quite an amazing experience!  If you are researching all the options for ipod speakers this is by far the best one - you just hook this up directly into your ipod or ipod dock. They sound amazing"
electronics,3 of 3,5.0,It's an advanced flash drive that leave others in the dust,"I was hesitant about the U3 launcher software included on this device - but after using it, I've found it very useful. Ordinary flash drives are great for copying files, but this is something beyond that. The ability to easily sync Outlook or other emails, and to bring apps with you that run off the flash drive and not the host computer is worth the price alone. It saves me lugging a laptop between home and work. I can run Skype anywhere without installing it on a host computer, because it's installed on the device."
electronics,1 of 1,1.0,Don't buy this!  ,"I got this thing as a wedding gift.  I attempted to use it after returning from my honeymoon.  It completely corrupted the memory card and of the 80 pictures on the card, only 12 were readable.  The camera then could no longer read them either.  It's bad enough that it destroyed a $30 memory card, but it lost all of my honeymoon pictures which are irreplaceable.  I've had some poor products before, but this one goes down as the worst of all time. "
electronics,7 of 7,5.0,"A bit bulky, but it's all good","As a journalist, I need to tote around a microcassette recorder with me wherever I went. Now, with the Zen's microphone/recording feature, I'm able to use it to record my interviews, and it's easier to transcribe because of its clear, crisp recording quality."
electronics,2 of 2,2.0,Great product...shame it does not work,"I did my research for an automotive GPS unit and ended up with the iWay 350c because it had way more features than similarly priced units, or was half the price of units with similar features (however you want to see it). The unit worked flawlessly for exactly 3 days. The GPS was pretty accurate (within 200ft), the FM modulator was very clear, and the MP3 player worked fine. I was on the road for those 3 days so I really got to enjoy it. I loved the MP3/FM modulator combination because I like my music kinda loud in the car so I was happy that the unit would interrupt the music to give me the next instruction and then go back to it. It was all fun and games until the 4th day, when the unit stopped being able to communicate with any satellites. I worked in quality assurance for years so I understand that nobody can test every single unit, and it would not bother me had the unit arrived defective. The fact that the unit developed the defect within 3 days however, has me thinking about the quality assurance of the vendors that supply Lowrance with the components they use. I called Lowrance and after a 20 minute wait I got an agent that had me reboot the unit and then asked me to send it in for a fix. I chose to return it to Amazon instead (since it never made the 30 day mark) and get my money back. As of right now I don't know if I will get another one. I may wait until a later version of this unit, when hopefully quality issues have been sorted out. If you do buy one, do yourself a favour and buy it from a reputable store so that you can return it should something go wrong"
electronics,16 of 16,1.0,Not compatible with all ipods other than mini's,So I just purchased the reader to take on a trip figured it would be nice to have. Well not so nice if you have the ipod video because it's not compatible so just a heads up if you are going to buy this item
electronics,,4.0,"Good, but uncomfortable for long use","I find this headphone/microphone set very good in quality of sound and other features, but it becomes uncomfortable for long use. I sometimes have to use it for conference calls or other calls in skype or google talk. Sometimes the calls extend beyond an hour. It gets painful during those times."
electronics,4 of 5,4.0,Really nice & features packed,I bought this player for my son (16 y.o.) in Jan 2006.
electronics,,4.0,excellent for price,"I bought this for work. I was using the ""basic"" dell keyboard but use the wireless comfort keyboard at home. Using two different keyboards was causing me to make errors, so I bought this for work to aleviate this. The change was surprisingly effective. I recommend for anyone looking for an inexpensive 'quality' keyboard"
electronics,,5.0,I guess we're the exception...,"We've had this printer for almost two years. I do a good amount of printing, both color & b/w. While I do need to do cleanings more often with this printer, mine is not sucking up ink at an unreasonable rate at all. And it is very affordable. Photos don't always print well... the only photo paper I have found to work well with my S530D was very the glossy trial pack that came with it when I bought it. No other photo paper has done well at all, so I suggest theirs. This is the best printer we have had in 10 years, and belive me I've thrown my share out the window! I can offer THIS advice to owners of ANY printers. Always use the power switch ON THE PRINTER to turn it on off, never use the power strip switch, or the switch from properties. For some reason doing so supposedly wastes ink? I don't get it, but I've always followed that advice and this printer has been an absolute gem for us. Good Luck! Jeanni"
electronics,2 of 2,5.0,Works like it should except for Yahoo! messenger,"This camera works great for me. The onboard microphone picks up my voice up to 10 feet away, and I didn't have to shout so my friend could here me talking. He did notice that I was moving away from the mic so he understood why my voice was getting softer."
electronics,2 of 2,1.0,Will not record,"I finished up my last batch of these discs bought some time ago, without a problem. BUT the next batch purchased most recently will not record on my Philips CDR 765. There are too many different types of media discs and not labeled properly. Should be an industry standard that the consumer can readily see that they can use them. Not sure what to get now or if another brand will work properly"
electronics,,5.0,A winner case for the iPod 30 GB,"I am pleased with this case.  Good quality; good fit.  The 5G black iPod needs a covering; this case fits the bill.  If you wish to plug in an AirPlay2 FM transmitter, you will probably have difficulty as the connector on the AirPlay is not long enough to overcome the thickness of the DLO case, but a Maxell Remote plugged in fine and then the AirPlay2 could be plugged into the bottom of the  Maxell Remot"
electronics,,5.0,A first time DigiArtist,"I love this Tablet, It's just like working with the real thing with out all that mess, just got to get used to it, I never thought I woulde use the modern art tech but I gave it a chance and I love it."
electronics,41 of 41,4.0,The best 7.1 system under $100,"This is probably the best 7.1 system for less than $100.  That being said, it's not everyone's perfect match."
electronics,2 of 2,4.0,"Great product, excellent quality for the price.","This player is awesome!  I am having fun with my new toy.  I like the larger screen and the thin styling.  It has all the up-to-date and modern AV-I/O connections.  Play music, video games, camcordings, etc.  Battery could last a little longer but the features are power-juicers"
electronics,,5.0,A nice case for iPod and accesories,"I'm very pleased with the INCASE travel pack. Have a good design for all you have to carry with your iPod, and a car charger is included. Good quality and size. A must for iPod users"
electronics,1 of 1,4.0,Coby dVd player,The item works well and is very good considering that I paie less than $30 for it. It may not have the whistles and bells that the more expensive ($80) dvd players have but as a basic unit it is great
electronics,2 of 3,5.0,Great keyboard,"I got one of these because it's the only USB keyboard allowed by our company.  But what a surprise!  I find the reshaped keys really innovative, and the touch pressure required allows me to type really quickly (I touch type and laptop keyboards work with too little pressure to touch type quickly -- they cause more errors).  Of course, I always liked the good old IBM clicky keyboards best (i.e. [...]), but this one, while it does not click like the IBM, allows me to type almost as fast.  Until this keyboard was developed, the IBM stood alone.  One additional tip: I find that I need a wrist pad in front of this keyboard (I have the matching black Kensington one) to get maximum speed out of this keyboard"
electronics,1 of 2,5.0,Highly Recommended,"Although this skin increases the thickness of your 30GB iPod to that of a previous generation iPod, it's not unacceptable at all.  The protection that this skin gives is supurb - dirt, grime, sweat are all kept away from your iPod.  I highly recommend iSkin's products for those who want good protection for their iPod that also looks cool"
