product_type,helpful,rating,title,review_text,sentiment
books,1 of 1,5.0,Challenging you to step up to the plate,"This story gives me hope in mankind again.  Despite the horrendous abuse, this woman gave herself -- all of herself -- to save a child from the torment she experienced.  I wish there were more people like Torey Hayden in this world.  I can only hope that I can touch lives in the way Ms. Hayden has.  This book will open eyes to the terrors of abuse that does, indeed, occur in this world, despite the fact that we would like to close our eyes to it.  It also demonstrates the hope that victims can overcome and the need for us to step up to the plate to end this war of terror",1
books,1 of 7,1.0,TOO SEXUALLY EXPLICIT FOR MY TASTE,"As I was reading this book, I came across many poems that were far too sexually explicit for my taste, to name a few:  ""The First,"" ""Early Images of Heaven"" and ""Full Summer.""  I found these poems to be highly offensive, and improper for the general audience.",0
books,5 of 6,5.0,Impeccable Perspective - A Must Read,"With all the sensationalism and relentless obfuscation of the realities of life by the media I found this an exhillarating and thought provoking book.  There's more..., but I'm sure you'll read and revisit this book again and again once it's prominently displayed on your bookshelf.  Worth every penny...",1
books,2 of 4,2.0,"Not nearly as compelling as ""Rise to Rebellion.""","""The Glorious Cause"" is the sequel to ""Rise to Rebellion,"" and since the first novel was so good I eagerly dove into this one, but was disappointed to find it had nowhere near the same depth and quality of characterization. On a scale of 1 to 10, I give it a 4, as compared to the 8 I would give ""Rise to Rebellion.""",0
books,,5.0,Gets right to the point,Like so many of the books in the for dummies series it is well written and just gets down to business. The approach taken with this book is a nonviolent approach to training with training being enjoyed by both man (or woman) and beast. I have been training my Shiba Inu puppy based on this book for the last two months now and have had good results.,1
books,1 of 2,5.0,Diffrent  Aproach,lIKE A MYSTERY NOVEL AT FIRST THEN LIKE A FICTIONAL JOKE BUT CRAZY AS IT SOUNDS IT WORKS. It is intresting to apply the guidlines Bob recommends for getting out of the rut of lifes financial strifes and other problems of life. I found it easy to understand and even if it challenges your lifes beliefs keep reading . Good Stuf,1
books,1 of 1,5.0,Great Mountain Story,"I LOVED this story it was enriched with so many lessons, emotions, and detail that you felt like you were right there with Lous and Oz.  I would recommend this story to any one!!",1
books,17 of 18,5.0,Amazing!,"I've been a Sendak junkie since I was a kid. His books have always been among my very favorites, and I'm happy to say they're among my kids' favorites as well. I also love pop-ups, so I was really excited to learn about this book. And I must say, my expectations have been surpassed.",1
books,11 of 11,1.0,Reluctantly dragged along with Frances Mayes,"This book really irritated me. I loved Mayes's previous books and was really looking forward to reading this one. The concept, a year of traveling to different locations, seemed like it would be really interesting combined with Mayes' fresh perspectives, enthusiasm for discovery, feisty opinions and poetic descriptions. But somehow it didn't work. ",0
books,,5.0,Great book,"My sons, 4 and 8, saw this book at a well know book store and loved it.  It costs $20.00 there, so $13.00 is a steal.  They love the pictures and the book is very attractive and ""cool"" looking",1
books,7 of 40,2.0,Is the writer a real believer ?,"To say Christianity will die is to say that one can see the end of the world. Purely craziness. Christianity will live as long as the world exists. What is died is the faith for many Christians, what has been changed is our faith (by money, pride, and selfishness) and consequently, our church and our societies. ",0
books,1 of 1,4.0,A good summer read!,Kate White introduces us to the world of tabloid reporting in a sassy titillating crime novel--Over Her Dead Body. ,1
books,2 of 2,4.0,"A good resource, but opportunities are missed","This volume contains a lot of valuable information, and is the only work of its kind I am aware of, ie an exhaustive survey of worldwide charismatic Christianity. That alone earns it four stars.",1
books,1 of 2,2.0,"Extremely Disappointed, couldn't even finish it. ","My grandmother and my mother have read Danielle Steele for years, but I must admit I'd never picked one up. I was always more for historical romances. But I wanted something different, had heard good things about her, so while at the library, decided to give her a try. I have to say I'm extremely disappointed. Granted, I'm a fellow writer (a very picky reader by nature), and an unpublished one to boot, but the writing could've been better in my opinion. The first five pages are all backstory of Paris's marriage (no action, no excitement, told very ""history lesson-ish"") and what could have been an extremely powerful scene between Paris and her husband (the inciting incident in the first chapter) left me wondering, ""So what?"". Twenty five pages in, I could care less about these people. I honestly expected more from a bestselling author.",0
books,0 of 1,4.0,The In The Garden Trilogy,"Nora's ""In The Garden"" Trilogy was great, but I must say not her best.  Her characters are so life-like and you actually feel like you're part of the story.  She's a phenomenal author and I have not come across anything of hers that I have not thoroughly enjoyed.  ",1
books,5 of 5,5.0,Comprehensive,Working in an IT company catering to bankers I bought this book to help understand their lingo. I have to say it hasn't disappointed yet. It is also very up to date the latest IT/banking terms. If you were to read all the definitions in this book you would probably know more than you banker. A great reference. Buy it,1
books,37 of 42,5.0,You Can't Go Wrong with Larry Gonick,I have been a fan of Larry Gonick`s work for years ever since I first stumbled onto his Cartoon Guide to Statistics.  He covers a subject the way it should be covered-historically.  Innovations in science and math have moved along together in a historical time line.  It was this historical approach that made Carl Sagan's Cosmos series one of the greatest innovations in the effort to popularize science.,1
books,,1.0,Worst in Ages,"This book is atrocious.  It is THE worst book I have read in the last decade.  A 10 year old could have done better. The plot gets more ridiculous as the book progresses, the characters act unbelievably and it is amazing that someone can actually get paid to write such garbage.  The only plus was that I got it out of the library and didn't pay for it",0
books,7 of 12,1.0,boring,What a waste of time. This was like sitting through a very boring business course. I was never interested in turning the page. I would have liked to see more of Carly personal side and maybe some human aspect to this story.Instead I felt like a robot was telling this story.Very much of how great her business style was and very little about anything else. I forced myself to finish this. A huge diaappointment.Don't waste your money,0
books,1 of 1,5.0,Typical Steel!,"I loved this story.  It was written in true steel fashion...exciting, interesting, and fullfilling",1
books,1 of 2,2.0,Too much French for me,"The chief problem with this book is that the writer incorporates the French perspective by using citations in French with no translations.  I took 2 years of high school French but I'm not that good!  This could be overlooked except that, for obvious reasons, I was very interested to hear the perspective of French writing on this lopsided defeat.  The experience was like someone telling a long joke and them mumbling the awaited punchline, or someone tearing out the last page of a riveting mystery novel.  I simply can't believe key citations weren't translated.  ",0
books,0 of 2,1.0,How about a zero star rating!,"Very disappointing and BORing! NO likeable characters, VERY uninteresting story.  Could/Would not finish--too many ""better"" books waiting",0
books,3 of 6,4.0,For the Creme Brulee Lover,All kinds of creme brulees.  This is an outstanding cookbook on a one style of dessert and has many varieties and helps and serving suggestions.  Favorite is the chocolate box presentation suggestion.  Everyone seems to go for creme brulee,1
books,2 of 3,2.0,A dissapointment,"When I picked up this book I had high expectations,seeing that it had received good reviews.It opened quite spectacularly as well, on a rather surreal note.But as I read on, I couldn't help wondering what the point was in this rather incoherent, rambling tale.The book seemed like a sloppy, haphazard collection of incidents that didn't make much sense or assist character development. The central character herself was unbelievable and I found it impossible to identify with her or understand her actions or even sympathise with her plights.It seems to me that the writer had tried too hard to create a hip,cutting edge story and the end product was strained and gimmicky. Some incidents were quite mirth-provoking, however,that's why I gave it two stars",0
books,5 of 9,1.0,TERRIBLE FOR THE PRICE!!!,"I ordered this book through a bookclub and returned it.  It was terrible!  Tanya Holland is a beautiful Black woman, but I feel has gone too far out of the way to create ""innovative and different"" recipes so much that they are not appealing and certainly should not be categorized as soul food.  The price is outrageous for the handful of recipes that were chosen for this cookbook.  I collect african american/soul food cookbooks among others.  If you are really into soul food cookbooks and what they really represent, your money would be better spent on ""Essence Brings you Great Cooking"" by Jonell Nash, ""The Ebony Cookbook"" by Freida DeKnight or ""The Black Family Reunion Cookbook"" by the The National Council of Negro Women.  If you are interested in healthier soul food try, ""The New Ebony Cookbook"" by Charlotte Lyons or ""The Family Dinner Quilt Cookbook"" by The National Council of Negro Women.  If you are interested in diverse, cultural flavors, I would recommend Vertamae Grosvenor's cookbooks or ""Iron Pots and Wooden Spoons"" by Jessica B. Harris.  I have collected over 50 african american soul food cookbooks.  They cover the gamut.  That is why I can give an honest opinion on Tanya Holland's book.  I just wish that she would publish an african american cookbook that the average African American can relate to.  One that would be useful to families in their everyday cooking. ",0
books,1 of 2,2.0,"Some merit, but overall flawed","By arguing that human rights comes from some vague concept of ""dignity"" and ""familiarity"" rather than sentience and feeling, Fukuyama brings to mind the European colonists who considered Africans no more than ""common beasts."" His philosophy, although argued in a tone that seems reasonable, is at turns startingly narrow-minded and genetically-racist. Not reccomended: readers should look otherwheres for a more balanced and less judgemental review of biotechnology and ethics",0
books,1 of 1,2.0,Didn't like the writing style at all,"I have never read one of Johansen's books and after reading this one, I'm not likely to read another.  I usually enjoy reading pretty much any type of mystery and am not a literary critic by any means, but I just couldn't get into the story here because of the flowery and cliche-filled writing.  Exclamations such as ""dear heaven"" and ""lord"" were repeated over and over again by all characters throughout the book, which doesn't seem to fit with the rest of their conversational tone (it would suit my southern grandma, however).  As another reviewer said, the big mystery of why Daisy wouldn't leave Geneva wasn't particularly mysterious - if she really wanted Jason to leave she could have just told him.  Character development was lacking and I just didn't care that much about them.  I would have liked to hear more about Cynthia and her antics.  I did finish the book because I was curious to know what happened, but I couldn't wait for it to be over.  Sorry, but this was not my cup of tea",0
books,1 of 1,5.0,Excellent Cookbook,"I love this cookbook. There are so many amazing recipes. As someone who is allergic to dairy, I am totally blown away at how creamy some of the dishes are. Besides the recipes, the book is filled with beautiful pictures and profound quotes that combine together to create a really special reading experience. I highly recommend this cookbook to vegans, vegetarians, people allergic to dairy and wheat, and meat eaters, as well",1
books,13 of 16,5.0,The Best Six Sigma Book from alpha to z-tests ,"This book is a must have for anyone applying six sigma to real world problems.  Not only do I use it on a nearly daily basis, I'm finding that my engineers are embracing the terminology and concepts so clearly conveyed in this text.  We're spending 20-minutes at each staff meeting to review topics from basic statistics to advanced application of teaming concepts to get results.  Instead of the usual soft stuff application examples that seem to illustrate that the author thinks everyone's making clothes pins, Pyzdek's book shows that he's really lived this stuff.  I highly recommend this book to anyone serious about applying six sigma for results.",1
books,18 of 23,2.0,Repetitive and disjointed,"Not as good as &quot;Entre Nous&quot; - less fun and more acedemic. But even then it is not a well written essay. The few good salient points are repeated too often, and with not much creativity or development",0
books,0 of 8,1.0,Over rated,This book is not as good as i thought it would be.  I hope i have better readings with Bryan Tracy's Advance selling,0
books,2 of 4,1.0,I didn't like it,"Samantha seems a lot like Becky.  A young woman whose life is very out of balance and doesn't know how to face up to the consequences of her decisions.  Instead of staying at the firm and working out her ""mistake,"" she runs away.  This is just like Becky hiding her bills.  And then she gets a totally implausible job, because she can't tell the truth - again like Becky.  Samantha doesn't tell the truth until the very end when the media coverage forces her to.",0
books,,5.0,THE ABSOLUTE BEST,"This book has everything from the SSD Executor,to the ISD Avenger,to the Emperor's resurrection.This book is the one you need if you are looking for information on people,planets,starships,fighters,space colonies,EVERYTHING!!!This book is da bomb wit a capital b",1
books,10 of 23,4.0,&quot;Excellent source of frozen yogurt recipes&quot;,"Or so my wife tells me... she photocopied half the frozen yogurt section from the library before deciding we should buy the book. So far as I can remember, they were all good",1
books,5 of 5,2.0,Confusing on audio,Woolf's style of writing (changing between several characters' thoughts) causes difficulty for one to follow this novel on audio. The paperback proved to be easier for me.,0
books,9 of 17,1.0,Where are the flags? And sound effects?,"I remember hearing about this book by the great patriot Sean Hannity sometime in 2001, then it was a mere idea. From that time on, until August 20th 2002, I waited for what I thought would be the greatest book of all time. I remember seeing the cover art and hearing about the title: ""Let Freedom Ring"" with not just a picture of Sean Hannity on the cover, patriot that he is, but also a flag. I loved it, couldn't be more happy.",0
books,4 of 8,5.0,a vital and reliable companion to u.s. history today,"This volume contains entries that deal with concepts, events, persons, and movements in u.s. history. The length of the entries is appropriate to the topic considered. In addition, the entires both inform the reader with up-to-date information and indicate how revisionist historians have resahped opionions or refocused the discipline. The entries are clearly written and eminently readable. They are persuasive in thier opionions, yet respectful of other stances. The cross references are helpful and ample. The same obtains for the bibliographies. The Oxford Companion to U.S. History far surpasses some other contemporary dictionaries in U.S. history. Its articles are treated in more depth and greater nuances. The entries in the other dictionaries are too short and far too superficial. I would highly recommend this for people involved in serious historical study and research",1
books,2 of 12,2.0,I dont like this book,I want to make a short comment here:,0
books,9 of 11,2.0,I really wanted to like this book,"If Julia Glass had not set the bar so high with Three Junes, I would have given the book 3 stars instead of 2.  There are sentences, paragraphs, even pages of brilliance in this book, but it is as if winning the National Book Award gave Ms. Glass unconditional confidence in her writing, and character development in particular.  She seemed out of touch with the major demographics the narrative slings around.  As another reviewer wrote, the writing process seemed transparant.  Reading the book, you get the feeling that the characters are what Ms. Glass (a privileged white woman of a certain age) imagines teenagers, or New Mexicans, or black chauffeurs, or Hispanic nannies, or even gay people to be like.  She is like a tourist who voyeuristically delights in other cultures without really understanding them.  The teenagers and the Santa Fe inhabitants are the most painful examples of caricatures.  Greenie might be the most believable, and although I understood why she was falling out of love with her gloomy Alan, I wasn't sucked along with her when she falls in love with ""the other Charlie"".  He was only very mildly interesting and certainly not worth (even temporarily) losing your child over.  With Saga, she manages to develop her most sympathetic character, but Saga's life is left floating and unresolved at the end.  Even the brief appearance of Fenno, who I loved in Three Junes, lacked intensity and seemed gimmicky.  All and all, a very disappointing second novel.  You have to wonder, since most reviewers are pointing out all of the same problems with character, what good is her editor? ",0
books,17 of 41,1.0,A Formal Analytical Review,"""OF PARADISE AND POWER"" - BY ROBERT KAGAN",0
books,5 of 5,5.0,War and Peace: Both Inscrutable,"Reading WAR AND PEACE is an immense undertaking, which has less to do with page numbers and more to do with addressing some very fundamental questions about what it means to be human. The first time that I read it, I read it as a novel, for entertainment. Years later, I picked it up again but this time my task was more ambitious. I sought to know how Tolstoy could justify the ways of God to man.  During this second reading, I was able to examine the Russian names, characters, events, and historical occurrences which occupied me the first time through. What I saw was that each of the hundreds of individuals was very much linked to the concluding Epilog, which I scanted then but studied now. Most readers of WAR AND PEACE find this part heavy going, which it certainly is, but in it, Tolstoy creates a key for unlocking the reasons who we are and why we do things the way we do. In essence, each human being is like an atom of gas floating in space, with one atom colliding at random with another, but when a sufficient number act in concert, such as Napoleon's invasion of Russia, their force is irresistable. When Tolstoy introduces world leaders like Napoleon or the Tsar, he does so in such a way as to depict them as no more than one more free floating atom, who can not see the Big Picture any more clearly than anyone else can.  The tragic decisions of these misguided leaders are based on a collective illusion that they and they alone can use divinely inspired reason to affect lasting change.  But when human beings act as if they acknowledge that their powers of reason are both limited and self-deluding--as when General Kutuzov relies on looking inward toward instinct rather than outward toward other circling and equally misguided atoms, then they are drawing closer to a universal ""one"" with nature.  This ""one"" Tolstoy invests with religious overtones as synonymous with God. Tolstoy does not say that human beings are preprogrammed robots held in thrall by that ""one"" or any other deity, but he does say that history, time, and man are all part of a universal flow that swoops along all in its path, and that if any intelligent atom wishes to know which way the flow is likely to go, then he might wish to emulate General Kutuzov, who at least knows that humbleness in the face of chaos is the first step in finding a rational basis for who we are and where we are going. ",1
books,,4.0,"Go ahead, Have another one.What's one more gonna do?","Dry is anything but what the title of this work implies.The pages drip with boozy escapades and one can almost smell and taste the liquor on Augusten Burroughs breath.A must for drinkers who would like to stop or at least reassess what the heck is going on in their lives.Almost motivational in its honest appraisal of the difficulties inherent in this addiction. The writing style is clear and refreshingly down to earth,funny, yet foreboding and diary-like in its presentation.Burroughs clearly transmits via humor and self awareness the many dimensions of this destructive addiction and the problems that can come with it, especially the limited usefulness of rehab.The story itself is pretty hip with a good look inside the mind of what we could easily call, ""a hard core drinker"" as he anticipates the ""next one"".Passages describe a variety of interpersonal dilemmas,job and sexual conundrums.Dry is also a good insightful look at how the treatees view the treaters and how quickly they can size up weaknesses and exploit them.This is a page turner but it does drag a bit in the middle, yet has a strong finish.An earlier work 'Running With Scissors' was apparently good enough for Hollywood, so take a shot with DRY.After all, when your liquor bottles occupy more living space in your place than you do, it might be time to slow down,stop and get a copy of Twelve Steps and Twelve Traditions, and a copy of Dry.  CHEERS!!",1
books,,5.0,A MUST HAVE FOR ANYONE SELLING A STORY,"Michael Hauge is not only a master at helping you elicit emotion from your story, he now also shows you how to do it in 60 seconds and generate nothing but excitement for your project",1
books,1 of 1,5.0,I LOVED THIS BOOK!!!!,"Wow!!!  This is a ton of great information from a 'been there, done that' Mom and Grandma.  ",1
books,2 of 4,2.0,The Language of Threads: A Novel,This was a less than stellar sequal to The Women of the Silk but it did finish the story of Pei to some extent.  I found the historical aspect of the novel the most interesting and the story of the women the least believabl,0
books,6 of 44,1.0,Very Disappointing ... There're better books out there for Co-dependency,"Most of the information is very ""theoritical"" and ""limited"" -- author focus mainly on her own analysis of her mother and her relationship with her.  ...  In a nutshell, the message is that a dysfunctional mother'll pass her emotioanal issues to her daughter(s), and in turn, the daughter(s) may pass that onto her offspring(s).  ...  ",0
books,12 of 17,2.0,Weak Cases,"Hi, ",0
books,6 of 18,1.0,Not many new ideas or examples,"Really not sure why this book received such good reviews, because it had nothing new.  Expected from the cover some reviews of outfits worn by different individuals pictured.",0
books,,1.0,"Agree with ""Lost in Translation""","I have loved each and every one of Jane Hamilton's other novels and highly recommend them:  The Book of Ruth, A Map of the World, Short History of a Prince and Disobedience.  This book, sadly, does not rank among them.  It feels forced and uninteresting, with outlandish and unrecognizable characters and scenarios.  I've already paid for it, so I'll probably try to finish it, but don't waste your time or money.  Read another Hamilton instead",0
books,2 of 2,5.0,An excellent first choice,I fail to understand the complaints of two previous reviewers. This beautiful glossy volume is an excellent compendium of previosly publisned Cook's Illustrated  recipes. In style and format it would make an excellent first choice for anyone wishing to be introduced to a selection of the best of the best recipes from America's Teet Kitchen (i. e. Cook's Illustrated) without the tediousness of having to wade through lengthy descriptions of how the recipes were arrived at.,1
books,26 of 26,5.0,Clearly Illustrates Traditional Japanese Construction,"Anyone who wishes to build a Japanese tea room either in the garden or attached to their house could do well to start with this book. You can also use this book to design accents for a single room, or to craft an entire house. It was written by a German architect who  lived in Japan several decades ago and carefully measured surving older buildings as well as studying architecture there. While there are more detailed books in Japanese, this may well still be the best available book in English",1
books,3 of 3,5.0,Very helpful for those hurting,"I just finished reading this book and loved it. It helps put things into perspective. I would recommend it to anyone who is going through trials in their life. It's on my all time favorite books list, I just bought a copy for my mother-in-law and am encouraging many of my friends to read it",1
books,1 of 1,2.0,Posing for high school seniors,"I bought this book to try to learn some useful poses for my subjects, and given most other people's ratings, I decided to give it a try.  However, upon opening the book my first thought was, ""these all look like high school yearbook photos"", which is exacltly what they are.  It seems that that's primarily what type of photography the author does and his book is geared almost exclusively to that market.  His main concern, which he stresses throughout the book, is creating a ""saleable picture"", and he keeps emphasizing the importance of pleasing mom, since she's usually the one with final say over the pictures.  A better title for this book would have been, ""How To Take High School Senior Pictures"".",0
books,1 of 1,5.0,Wow!,"This is a very involved book, bringing to light all the past and present characters. I loved it. It was nice to see the history of O'Connor and his mentor Jack. I thought Ms. Burke pulled this one off nicely with the mystery being spread over a 40+ yr timeframe. Nice job. It was nice to see new characters introduced also, I hope to see them in future books. If you haven't read this series, you could probably get away with starting out with this book. I have to tell you though that you are missing a lot by not reading all of the other books in the Irene Kelly series.",1
books,15 of 15,5.0,The Death of the Devastators,"Many people remember the battle of Midway as the turning point of the war in the Pacific due to the sinking of four Japanese aircraft carriers, and rightly so.  But would the American success at Midway been possible without the heroic actions of their torpedo squadrons?  Probably not.  In this eye-opening account of the battle, author Alvin Kernan sheds much new light on these intrepid airmen who, flying obsoloete aircraft and using defective torpedoes, cleared the way for the SBD Dauntlesses to deliver the crushing blows on the Japanese carriers.",1
books,8 of 62,1.0,"It's just ""Reefer Madness"" ",And you shouldn't inhale.,0
books,4 of 8,4.0,"Somewhat outdated, but still worth while","McNeill calls American Indians and Africans little more than the victims of the West in this book. He explains that they have little role in the development of culture (which he sees as passing from society to society from Mesopotamia on, like some sort of conceptual Olympic torch) and some get it and others do not. It is an outdated and bigoted way to see cultural history, and difficult to read without cringing. ",1
books,7 of 12,1.0,One-sided and angry...,This book reads like the blog of some angry person who ignores evidence to the contrary and embraces anything that agrees with him.  It was very hard to take seriously,0
books,6 of 122,1.0,insulting to people with a moderate level of intelligence,"This is without a doubt the worst piece of social science ever produced. Regardless of where you stand politically, Johnson is guilty of revisionist history to the worst degree. Throughout this work Johnson displays a truly and utterly amazing ignorance of geopolitical realities.",0
books,2 of 8,2.0,For Hardcore Fans Only,"Not the most exciting book out there.  But if you like minor league baseball, this book's worth a quick read. ",0
books,,1.0,"Does D.S. know any other law schools besides, Harvard and Yale...I am so tired of her books...this is it.","Does D.S. know any other law schools besides, Harvard and Yale for her characters to have attended. I am so tired of her books...this is it for me.  Its the usual suspects for her...rich and white....quite boring.  I used to love her and would read anything from her, but those days are over.....Maybe she should retire",0
books,14 of 15,4.0,Very useful but a little dated,"I am a professional photographer, and I was looking for a book on lighting technique - which this book supplied excellently.",1
books,4 of 4,5.0,A great find during an annual summer shopping trip,"I found this novel at a bookstore on the boardwalk I visit at least once every summer.  I love going there and looking to see if I can find a book that I have never heard of, by an author I've never heard of, and buy it on a whim.  This is the novel I bought last year.  I has, unfortunately, sat on my shelf since then until tonight, because of many reasons.  Tonight, however, I picked it up and read it cover to cover.  The narrative was brilliantly told, the dialogue completely believable and the plot totally heartwrenching.  If I had made it to the end without some tears, I would believe myself made of stone!  ",1
books,3 of 3,5.0,"Well Done Book, yet...","I enjoyed Robert Webber's book and have enjoyed hearing him speak as well. At a recent speaking engagement he echoed my own concern over the ""fate"" of the church in America. So much ""commodification"" has happened in the church that one wonders if anyone knows what it truly means to be ""ecclesia""? Although I agree with much of what he says and am part of a liturgical church (The Lutheran Church-Missouri Synod which utilizes the church calendar and has had a strong emphasis on liturgy - - - the church body which Webber received his doctorate from), my question is are we truly called to ""change"" the church in order to meet the people where they are at? ",1
books,0 of 3,5.0,The best compliment I can think of.,I really enjoyed this book. It was a few good laughs over a few good dumps. What else can a Goomba ask from a book sittin' on the back of the cammode,1
books,14 of 31,2.0,A Sad SF Renaissance,"Throughout my read, my head kept shaking with disappointment.  If the &quot;renaissance&quot; of hard SF relies on stories a full decade, even two decades, old, then the genre's future is feebly fixated on its past.  Not to say that some of the stories here aren't wonderful ... emphasis on &quot;some.&quot;  But dredging dead decades to claim a rebirth of hard SF fails to deliver on the title's promise.  This is more nostalgia than renewal, and you should read a library-borrowed copy if you want to reminisce about great writers past/passing.  But don't drop any real money expecting a glimpse into Sci-Fi's future",0
books,2 of 3,5.0,Intensity,I could not put this book down!  I was so amazed with this shocking story that I bought several copies for gifts.  Reading this book was like watching a scary movie. ,1
books,3 of 3,5.0,"""I don't think it sounds like mice.""","The quirky illustrations done by the masterful Dave McKean at once contribute to the book's charm, but also lend to its dread. However, this is not a book for especially wee ones or children prone to nightmares. Some people may not appreciate Dave McKean's artwork as much as they should, because it is so different, at least to those not familiar with the Sandman graphic novel series written by Neil Gaiman in which Dave McKean did the cover art for all the books. At first glance the layout might seem confusing, even distracting, yet it somehow works here. Neil Gaiman has crafted an eerie tale that befits his style of writing. He introduces us to a charming young girl named Lucy, who suspects something is not right with her home. And though her pig-puppet seems to share her concern and understands her fear, the rest of her family do not...until it's too late. The action waxes and wanes until all seems resolved in the end, though perhaps it is not. You be the judge. This is a worthy book to read to third-graders and above, though some younger children may be able to stomach the tale without any concern. Neil Gaiman deserves praise for bringing his brand of storytelling to a younger audience, one so unfamiliar with his other work. I highly recommend this book",1
books,4 of 13,1.0,I think contracts are not very strong tool,"I read this book and I think presented material is not practical in commercial applications. In my opinion better solution is writting tests and using aspects to integrate applications. I know this is something different from contracts, by I think contracts are to complex, hard to maintain and lacks of support for multithreaded problems. ",0
books,1 of 1,2.0,Disappointing mystery thriller,Sometimes I've enjoyed books by David Baldacci (WISH YOU WELL,0
books,1 of 10,2.0,boring,so very boring... i gave up halfway in. i usually hate to leave books unfinished but i felt like it was a waste of my time. my sister liked it though.,0
books,10 of 11,1.0,A note of dissent,"In addition to the fact that I, too, felt that I was enduring a commercial for DFA, I was annoyed by the fact that this book is nothing more than a rehash of The Only Guide to a Winning Investment Strategy You'll Ever Need: Index Mutual Funds and Beyond - The Way Smart Money Invests Today, Swedroe's May, 1998 book. He introduces a small number of new studies and illustrations, but if you've read the first book, there's no reason to look at this one",0
