product_type,helpful,rating,title,review_text
dvd,1 of 2,5.0,This version is the one to buy....,"If you have a widescreen TV, this is the version you must purchase. Unlike the previous ""Special Edition"" version, this new release is ANAMORPHIC widescreen, finally for the first time and it looks great on my new 32 inch Sony HDTV. The only downside is no sound upgrade, just MONO. The extras are the same as the previous edition. Anyway it is cheap and worth every penny for the new anamorphic transfer. "
dvd,11 of 11,5.0,Great workout for an advanced PIlates student,"I am a Pilates teacher and I really liked this DVD.  THe instruction is clear and concise.  THe exercises start relatively easy and then get very difficult.  The instructors are very informative.  I loved that they took Reformer exercises and put them on the ball.  If you know Reformer, you will really enjoy these exercises with the ball."
dvd,1 of 2,2.0,"Not Terrible, but it's Pretty Down There ","Once again, National Geographic and some producers have gotten together to make a movie. There is so much B-roll of birds, coyotes, bats and whatever else in this flick that if you took it all out the movie itself would be about 50 minutes. Also, since part of this movie takes place in the jungle, there's plenty of unga bunga in junga tribes dancing and running around. You can tell the B-roll really did come from some sort of National Geographic-esque type production house because whenever they use it, there's a lot more grain than the rest of the movie. Now, the movie itself has a horrible dialog and the voice over work doesn't help either. The way the movie flows from scene to scene is absolutley ridiculous too. Whoever planned out the scenes must have been a schizo. Some of the zombies look really good, but the majority of them look like someone just put grey paint on their face. Decent gore, but that's about it"
dvd,0 of 3,5.0,Amazine,If you saw it in theaters and liked it then you like this dvd as well.  The special features are awesome
dvd,1 of 1,5.0,A beautiful story,"A beautiful story. I really loved this film. In my humble opinion far better than American Me. Violent, but not gratuitously so - unlike most films today. A story of family, of loss, of tragedy. Although I loved them all I really loved Paco. At the beginning he's an arrogant annoying young man, but by the end he's grown up and matured and is the most lovable character in the film. Superb acting from all concerned, and the most touching ending I've ever seen in any film."
dvd,1 of 7,2.0,Hollow-weened Frankenstein Impressive for It's Time,"I'd like to admit here from the start that although I grew up loving the horror genre, that since last midcentury up through the 70s, it went from good B-film status to low-grade garbage, only getting all the worse since that time. I admit that there are those seldom-made fairly impressive works since that time, but very few-and really none adapted from the Mary Shelley book. Technically, then, this would be one of the few decent Frankenstein films I've seen in recent years. Also, having viewed it on TV in the 70s(I was just a child at the time) and now seeing it here on DVD, I was surprised how well a TV film from that period holds up. Jack Smight may not be David Lean-or James Whale, for that matter-but if one goes back to view TV entries for this time period, this is not at all a bad-looking production, whatsoever. "
dvd,,5.0,heartbreaking experience,"Rarely saw a sad story so beautifully told - and it's three of them. A must for everyone to watch - not only for fathers and sons, it's for daughters and mothers too"
dvd,3 of 5,5.0,"A Japanese Christmas Miracle!  Oh, it can happen...","Now, there's nothing like seeing a film which you have no idea what it is, about, or anything like that and then bowled over by how great it is.  This is one of those films, and come to think of it even if I had some forewarning it still would've suprised me, becuase this anime covers so much."
dvd,9 of 9,4.0,Here is the track listing ,DVD Description
dvd,1 of 16,1.0,Dated and not very engaging.....,This is among the most boring movies ever made.  All the actors give weak performances and the ending makes you want to go to sleep
dvd,8 of 8,5.0,A good look at Russian boot camp,Excellent movie.  The film quality and color were above average.  It is a somewhat surreal look at young men enduring life in a typical Russian boot camp setting.  Haunting and powerful.  You will want to watch this movie more than once.  You will understand why this movie was banned in Russia.  Not exactly a recruiting tool for the Red Army
dvd,4 of 14,1.0,mr sam,the whole movie was good and word for word with the bible.the issue that i have is the acting played by james brolin did not show peter as commanding.also it seemed to me that there were not enough back ground actors.it was kind of dull
dvd,1 of 1,4.0,Even curious enough for adults,"Curious George is fantastic.  Although many people might think that this movie is only made for children, adults will get a kick out of this movie as well.  The music that accompanies the film is great.  It is a warm story that allows you to escape from adult life drudgery and remember what it is to explore and be curious about the world. "
dvd,6 of 23,1.0,Beware,"I made the mistake of not watching this before allowing my 3.5 year old to.  I don't consider myself overprotective, but these stories have a kid abusing a dog (Pluto), a kid having his pants pulled down and being spanked over someone's knee (including showing the kid's bottom from above), and Donald chasing Chip & Dale with a revolver in the first 2 cartoons among other things.  I turned it off after that.  Talked to several other friends to see if I was overreacting & they recall seeing that kind of stuff when we were little but all agreed they don't want their toddlers seeing it anytime soon.  Was a little surprised this made it out of Disney especially in today's day & time....May be okay for older kids, but I don't really want to explain guns or why it's not funny/okay to abuse our dogs to my 3.5 year old"
dvd,1 of 2,4.0,"It was good, kina cheesy,,but good","I remember seein in this in a wal mart shelf n thinkin dang havent seen dis!"" so i bought it and played in ma vcr..n thought this movie aint that bad...i thought it was gonna be better like other JC movies like ""Supercop"" ""Police Story 1 and 2...but its own movie all in itself..the plot is kina cheesy..but it still makes sense unlike other JC movies.. the scene u should look out for the most is the end..where he fights 2 guys at the same time ontop of a skyscraper...and after beating them..he throw himself off this steep ledge..JC is wack!! but yeah theres alot of great fights in the movie..and funny moments...i would give it 5 stars if it was the HK version..but i dunno why the hell these american editors would edit these movies so much..they make em suck..not they do,,they good movies..but they strip these movies outta their originality,,i dunno but somebody should protest against this...i mean,,if u want a good movie u gotta do a good search go through all that trouble jus for the HK version wich is better...hell if i was an editor..o wouldt edit anything..id jus add special features to these movies...wich owuld make them more interactive...i hope some one does sumthn about this to make chans movies better, like not take original scenes away..because his movies are truly worth buying...ok i guess i wrote enuff..but take this mind..."
dvd,4 of 5,5.0,One of the Best Anime's Ever,"This is one of the best anime's of all-time, not only for the animation, but for all the layers of psychology in the story.  Sometimes it's hard to know what's going on, but that's part of the amazing atmosphere.  "
dvd,2 of 3,5.0,Touching.,"Great Movie. I have seen it many times in the past, and I just had to own a copy"
dvd,1 of 1,5.0,"Capra's funniest, zaniest, with the usual suspects","This is probably the goofiest movie Capra made and is definitely the funniest.  It's also Capra's tightest.  It is shot like a stage play with only three sets.  And the humor isn't in the lines.  No set ups, no punch lines.  It's in what going on, at nearly every moment, on camera.  People are weightlifting, practicing ballet, playing the xylophone, writing books, all at the same time, while off stage there are explosions from the girl's father who is making fire works in the basement.  If you have seen ""My Man Godfrey"" and ""It's a Wonderful Life"" you'll recognize most of the cast.  And each one of them plays his part as well as it could be played.  Under any other director this movie could easily have gotten out of hand, but it was Capra at his best, and so is this movie"
dvd,5 of 6,4.0,Great Set With Some Minor Issues.,From the moment LEGENDS OF HORROR was announced I was looking forward to it with great expectation but I already had a few qualms regarding it. As has been well covered elsewhere Boris Karloff's THE WALKING DEAD from 1936 should have been included in the set but I can live with THE RETURN OF DOCTOR X for a few reasons. 1) It does offer Humphrey Bogart the opportunity to show what a good actor can do with what for him was a thankless role. 2) The director Vincent Sherman was still alive to provide commentary on the making of the film as well as background on Bogie and others. 3) Most important of all it shows how censorship imposed on the movies in 1934 changed the style and content of the first great cycle of horror films.
dvd,5 of 5,4.0,A romantic/emotional roller coaster,"Why some have condemned this movie for the lack of story line, I praise what factual information they were able to find although there was never any final meeting between Hemmingway and Agnes.  All correspondence was done through letters between them after Hemmingway went home from the war and little is known of the letters Hemmingway wrote Angus since a later boyfriend of Angus destroyed all of Hemmingway's letters in a jealous rage.  If there was in final face to face meeting, both their lives may have very different.  More than likely the two would have continued far different lives together.  Hemmingway may have never gone on to become the great writer he was and Agnes would have never continued her nursing career that she seemed much more married to, or a European whirlwind romance may have faded into the first of the many failed marriages Hemmingway went through."
dvd,,5.0,Absence of Malice,Have watched it three times already.....thanks for being so speedy with the delivery
dvd,,5.0,Guiness is Tour de Force in Eight Roles,"This is the best of the Ealing Studio comedies.  Dennis Price plays Louis Mazzini, ninth in line to d'Ascoyne dukedom.  His mother was cut out of the family fortune due to her marriage.  Louis wants to seek revenge by inheriting the family fortune."
dvd,1 of 1,5.0,EXCELLENT!,"I have been following Edwin's music for the past 7 years.  He doesn't seem to tour much out West, but I was able to finally see him live in Reno on October 26th.  Edwin was so genuine - autographed 5 of the CDs I had by him.  He was incredible then, and this DVD shows what a dynamic performance he can give.  His live show included all of the songs on this DVD.  If you have bought his latest CD, ""Scream and Whisper"" you will love the live performance of ""Shooting Stars.""  He does an awsome cover of Rod Stewart's ""Maggie May.""  Larry Chaney and Craig Sheilds really come through on this DVD also.  Can't miss on this one"
dvd,12 of 16,5.0,Fantastic series,"This video is a movie length two parter. If you're a DIEHARD ER fan, the first two SEASONS (with the third on the way) are available at Amazon's UK sister store. Surprisingly these are not listed in the Amazon links at the IMDB. Highly recommended to anyone who loves good absorbing drama"
dvd,12 of 16,5.0,WHEN ARE WE GOING TO GET A REMASTERED CUT??,"I give this movie 5 stars.  Outstanding story, outstanding performances from the entire cast, an unforgettable climax..everything working together as only Capra could do it!!  I enjoy watching this movie at Christmas time.  Cooper and Stanwyck were teamed twice in 1941...for this..(and for Ball of Fire).  They have great on screen chemistry and both turn in bravura performances....especially Stanwyck.....who should have won the Oscar in 1941 for her work in three of her greatest performances (Lady Eve, Ball of Fire and Meet John Doe).  "
dvd,19 of 20,4.0,Rough Little Diamond,Never been to war; don't want to go to war but for some reason I don't mind watching war.  This is a truly good look at the horror of battle.
dvd,2 of 3,4.0,He was *Caligula* - what do you expect? ,"Once I got past the shock-value, I thought this movie was very daring, for its time. The actors are well-chosen and talented, to be sure, but at times, I found their performances to be somewhat wooden."
dvd,6 of 7,5.0,Excellent horror movie.,"This movie, based on an excellent novel by Richard Matheson, is almost as good as its written counterpart. The book is a horror classic, and one of those books you can't put down until its over. The movie captures the essence of the book. Its plot is flawless (thanks to Matheson, who also wrote the screenplay), and the movie is very well done. Supposedly it's based on some other haunted-house movies like ""The Haunting"". I didn't think so (in fact i didn't like ""the haunting"" very much, i think it's extremely slow and boring), as the only thing this two movies have in common is the fact they take place in haunted houses.I really liked this movie, and i think its groundbreaking. I've seen some modern documentaries (1990s) on ghosts and hauntings, and they found relation between electromagnetic fields and supernatural ocurrences. This movie is the first one (at least the first one i've ever seen) that incorporates this ideas, and very early on (1970s).  You really have to watch it! Oh, and if i didn't mention it early, its very SCARY!   "
dvd,4 of 5,4.0,"3.5--""People out of work everywhere and the government just be throwing money away!""...","The Hughes brothers certainly had the right idea in mind making this a cool heist, and I give them credit for trying, but they bite off more than they can chew. Dead Presidents is a really good film. Most people think this movie is all about robbing a bank but it really isn't even though it comes at the end."
dvd,,4.0,The journey's the thing,"I suppose when God comes to us in the form of a beardless Santa Claus, it's difficult to take the vision seriously. But Little Ralph does just that in the new film ""Saint Ralph,"" and he embarks on a miraculous journey of sorts."
dvd,,4.0,Lil Abner,A very good reproduction of an underrated film - lots of gags which are still topical.
dvd,1 of 1,5.0,Le Boudin C'est Magnifique!,"This is one the best Legion movies to come out in recent years.  A straight-forward plot sets the action in motion.  I must confess to not being a Van Damme fan, and actually knew little about him before this film, but I give him credit for a good job here.  In fact he seems to have co-produced it which I also appluad.  He gives a solid performance combining humor with pathos and sadness.  The film provides a realistic view of the Legion during the murderous Riff Wars of the 1920s.  This was just after WW1 and France was hard-pressed to hold onto her Algerian colonies.  The movie accurately portrays the brutal atmosphere of the Legion from training to combat.  The harshness of life, the tough NCOs and the inadequate officers who indifferently lead the Legion are all well shown.  One can almost say that this is a modern re-make of BEAU GESTE, but it also combines elements of MARCH OR DIE as well.  Still, there is enough here that is original and allows LEGIONAIRE to stand on its own with those two earlier classics.  The film movies quickly and is handsomely produced.  Fans of the Legion will surely enjoy, and those use to Van Damme in a different kind of film may be intriqued as well.  No doubt the only Legion film we may see for a while it follows in the tradition of that genre.  Recommended."
dvd,12 of 12,4.0,"Shamefully Overlooked Southern Gothic Murder Mystery Has Atmosphere, Genuine Thrills and the Superb Blanchett","This is surely one of the most seriously underrated mystery thrillers around, which is a shame since director Sam Raimi, just before hitting the jackpot with the ""Spider-Man"" franchise, has assembled a wildly improbable cast to inhabit an admittedly lurid though constantly involving 2001 movie. I was in a town on the southernmost tip of Chile when I first saw this movie in a hotel room which just happen to have HBO. Not even the outside splendor of a midnight sun could tear me away from watching the movie on the TV set back then."
dvd,,5.0,excellent,i thought this was a good movie..mainly because gerard butler is in it and he is a very good acto
dvd,,5.0,JUST LOVE IT,I love this show. I would recommend it to anyone. I wish it was still on the air. I like that it includes the kids and the ex-spouses
dvd,0 of 1,4.0,For Lovers of Screwball Comedy,"Claudette Colbert is brilliant in this fine example of Preston Sturges' work. Vaguely reminiscent of ""It Happened One Night,"" this film features a notable performance by Rudee Vallee"
dvd,2 of 16,5.0,"Bottom line:  DVDs small, VHS big",I did like this dvd.  I bought it and put it in the machine and it worked.  The sound and picture were better than my old vhs.  Also the dvd is smaller and so takes less space (phew!).  I did think it was racist though to portray black people as slaves
dvd,3 of 5,4.0,Hard to tear away from,"Very moody, somewhat psychadelic film concerning mind control via cable TV. A rougue cable station spell-binds its viewers who then do things they would not normally do. People have things in thier stomachs that you can't imagine. It has a dystopian flavor to it, and, as phantasamagorical as it is, it  commands your silent attention. It leaves an after-taste remeniscent of The Eyes of Laura Mars, and Blue Velvet. Only for people like me"
dvd,2 of 5,4.0,Miike + Horror = A fun and scary time.,"Went to Blockbuster last night since I was bored and ran across this movie. I seriously never heard anything about it, but I do like some 'A-Horror' and I liked Ichi the Killer. I wasnt to excited about it cause I recently watched Pulse and thought it was pretty dumb and very slow and not that scary (except for the couch scene which I almost had to fast forward it was damn tense and freaky). "
dvd,,4.0,Brilliant movie,"Worth signing upto amazon to get this, its a great movie. Anyone who thinks they remember watching it when they were younger it's just as funny now and you should all give this one a look again"
dvd,3 of 4,5.0,Superb,"As a child the original ""Death Takes A Holiday"" was a midnight favorite.  With that in mind, this film was under close scrutiny. It excelled.  If you have ever been love, truly in love, you will be moved to tears by this film.  It is breathtaking.  "
dvd,35 of 36,5.0,Outstanding,"This film is unbelievably good. I DVR'd it on Free Speech TV, and I have watched parts of it again and again."
dvd,,5.0,A perfect ending,"This is the best ending to a anime I have seen.  You're not really sure what's going happen or even in some parts, what has happened.  I like like the fact that the last disk was a three part episode, almost like a movie"
dvd,2 of 2,4.0,"Rarities interesting, rest has been seen before","The promotional videos from ""Totally Hot"" are fun to watch, especially if you're a fan of ONJ circa 1978-79. In my opinion this is when she looked her best - and she definitely is totally hot in the album cover photo session. Even though she's trying to look sexy, and does, the warmth of her personality is still evident. Unfortunately, the rest of the DVD is from the ""Physical"" video collection and the 1982 concert, both of which have been available on VHS for years (and the concert clips look like they were transferred directly *from* the VHS version, no digital enhancement, no nothing!) Video Gold 2 is definitely better as it contains more rarities, even if the majority of the songs are post-prime ONJ - although _Soul Kiss_ still sounds great"
dvd,,5.0,LOVE IT! BUY IT! TREASURE IT!,"This movie was great from beginning to end.  Madea kept it real!  She is ole school for sure!  She is my mother and my grandmother.  A love story and real life events that I and alot of people can relate to.  I can watch this movie over and over! The lyrics to the songs in this film told the story also.  Great movie!  I love it!  I have seen this film over 50 times and the church scene in the ends gets me everytime!  Diary of a Mad Black Women tells a  a love story, fighting addiction, how important family is, don't forget where you came from and how you got there and most of all If you don't have anybody else you got your family. Last but not least Give praises to the Lord.  The soundtrack is a must have too.."
dvd,5 of 5,5.0,Intellect Techno House Progressive,"After being into the ""techno"" scene since my first party in 1993, this is one of the best videos I have seen describing the DJ feelings. You really get a feel for how a DJ thinks. If you at all interested in the DJ lifestyle or are interested in DJing this is a must have. It have great insights in the minds of some of the best DJs around. Plus Nigel Richards does a great job with the ""How to DJ"" part. Not only is this for the ""newbies"" but for those who have been around a bit. Plus he makes learning fun with his comments and body mannerisms. WOW that sounded like an infomercial"
dvd,1 of 2,5.0,Pippin on DVD,"Always loved this musical.  Saw it back in the early 70's.  Love William Katt in role.   While quality of DVD lacks at times, I chalk it up to the times!  Ben Vereen is super.  A little disappointed that most songs are chopped, but figure they had to compensate for running time on tv. "
dvd,1 of 1,5.0,Magic,"What a movie! Believe me, it's a touching and marvelous experience to watch a film like this one. Photography is impressive (the color and the angle shots are unique) and the music forms a perfect mix with the scenes. "
dvd,0 of 3,2.0,One of the worst moderately high budget movies ever,"I am not in the habit of giving bad reviews, but this one deserves it. Watching the movie made me wonder if Roger Moore was going to actually say ""I'm only doing this for the money""."
dvd,,5.0,Dustin at his off-beat best...,"I guess I've seen this at least five times over the years, but it is always enjoyable. Hoffman is fascinating to watch as he switches from failed male actor to successful female TV star. An excellent supporting cast helps as well, and in fact, all the elements came together for the production team on this project. If you missed it, make a point of remedying that gap in your knowledge of successful movies."
dvd,,4.0,Disney rewrites Greek Mythology,"What a shock, Disney changed a story when they adapted it to an animated feature.  Hercules is representative of the whole Disney canon in this aspect.  This has been the norm for Disney going back to Snow White so I think complaints don't hold much water, especially if someone is willing to accept previous changes made in other Disney films."
dvd,,5.0,Hard to describe,It is almost impossible to describe all the emotions that went through me while watching this film. My husband and I were extremely moved when we saw it on TV and purchased the DVD so we could watch it again and again. 
dvd,2 of 2,4.0,SIXTIES SPOOF OF EARLY SLAPSTICK FEATURING TURN-OF-THE-CENTURY AUTO RACE,"Two films were made in 1965 that both catered to the current interest in turn-of-the-20th-Century history and wacky humor: The Great Race and Those Magnificent Men In Their Flying Machines. The former was also a spoof on slapstick humor, like the Keystone Cops, and early melodramas that featured heroes in white hats and villains in black. Most of the slapstick, along with the black duds, come from villains Jack Lemmon and Peter Falk. Tony Curtis provides the white hat, and Natalie Wood offers a bodice bountiful, along with the most costume changes ever seen in a single film. Director Blake Edwards is known for his off-the-wall humor, as evidenced by the Pink Panther series; but here he tips his hat to the icons of the silent era, as well as snubs his nose at the cliches: barroom brawls, pie fights, booby-trapped cars, sword fights, escapes from castles, mistaken identities, crazy racing machines, daredevil feats, crazy flying machines - it's all here."
dvd,1 of 3,5.0,This is a very entertaining movie,I saw this movie on cable TV a year ago and thought it was very entertaining and worth watching again.  I looked online to buy a copy but found that it was not available on DVD.  So I was very surprised to see that it recently became available to buy.  Amazon has it available for $20.99 which they reduced from $24.00 but you can buy the movie on www.towerrecords.com for $13.99 and pay no shipping charge if you purchase $20.00 or more.   Enjoy
dvd,3 of 6,5.0,FORT APACHE-THE GREATEST WESTERN EVER!!,"I have another review of this GREAT John Ford classic under the ""John Wayne-John Ford Collection"",which includes eight(8) classic Wayne-Ford motion Pictures that include:""She Wore a Yellow Ribbon""(great Technicolor Western),""Stagecoach"",(the film that made Wayne a Star and brought back the Western,along with DeMille's ""Union Pacific"",back to A-Level movie status)""They Were Expendable""(a WW2 film set in the Pacific,co-starring Wayne and Robert Montgomery),"" 3 Godfathers""( Often filmed Western story that Ford made as a silent,starring Harry Carey,sr.,who this film is  made in Memory of),""The Long Voyage Home""(nearly forgotten Ford masterpiece,derived from four (4) Eugene O'Neill playlets,adapted by Dudley Nichols),""The Wings of Eagles""(the true story of Frank ""Spig"" Wead,WW1-WW2 flying ace and real life pal of Ford,with Wayne-O'Hara as husband & wife,with NOT ENOUGH MAUREEN!),and a special 2-disc DVD set of that great anti- racist post-Civil-War Western, ""The Searchers""."
dvd,,5.0,One of the best movies I have ever seen!,"This movie is wonderful!  Not suitable for very young children, but ok for adolescents.  The story is wonderful.  Love, joy, happiness, and living life to the fullest"
dvd,4 of 4,4.0,Pro-Communist Garbage?!?!,"I say this because this film is not about communism at all.  I'll bet you that Collatine probably thinks the same way about the Matrix.  If you are so paranoid as to think this movie is ""Pro-Communist Garbage"", then you probably also think that the movie The Thing (another great John Carpenter Film"" is nothing but Propaganda on the AIDS Virus and that those infected must be from another world and are not human.  That sounds ridiculous right?  Well so is Collatine's claim about the movie They Live.  They Live is a great Sci-Fi movie that targets paranoia similar to his.  I normally don't reply to comments made by other reviewers, but this statement of stupidity infuriates me.  Now I shall continue on with the review of They Live.  "
dvd,6 of 6,5.0,A PASSIONATE VALUER!,"Kevin Sullivan's TV movie ""Anne Of Green Gables"" is as unusual in theme as it is beautiful.  On the surface, this 4-hour adaptation of Lucy Maud Montgomery's classic novel deals largely with everyday events (everyday, at least, for Canada's rural Prince Edward Island, in the early 1900's).  But in terms of fundamentals it is a richly romantic story about values and their role in human life."
dvd,,1.0,ALOT OF JUNK MOVIES HAVE BEEN RELEASED LATELY ,"and this is one of them. The characters were to silly to be funny, musically shorts were dim, animation was cheap, usual for Disney, script was bad. Suitable for those 5 and under, maybe"
dvd,3 of 3,5.0,And how!,"""Dead End"" is the first movie I have seen where Humphrey Bogart plays in one of the leading roles the ""hoodlum"" that he often portrayed as a minor character. He has the mannerisms down, the sneer and the steely murderous glare. He has that dangerous presence on display in this 1937 movie that he would use to good effect throughout his career. I believe this movie also introduced the ""Dead End Kids"". The movie was scripted by Lillian Hellman, from a play by Sidney Kingsley (he won the Pulitzer for it), and this quality source material shows through."
dvd,1 of 1,5.0,Great,"This is one of the best movies I've ever seen. Its funny, gives you a moral and everything. The only people who hate this movie are smart jerks who have no sense of humor or people that dislike Adam Sandler b/c he is Jewish. I don't know anyone that hates him. If you love to watch holiday movies during the holidays, this is one to watch. But it isn't for kids. It is a great holiday movie and a great movie overall. F*ck you if you hate this or Adam Sandler"
dvd,1 of 1,5.0,Don't miss this wonderful film!,This Amazon data lists French only in the Language column but it's an error. This DVD has original Mandarin along with French as audio. It's truly a woderful film. This film reminds you how woderful love is.
dvd,3 of 6,2.0,"Fantastic musical scores, acting production good but uneven and busy","Musical scores were on spot, rich and compelling, imparting  emotional PUNCH! Chemistry was somewhat skewed between Kidman and Enman. The rule of ""show don't tell"" was broken periodically throughout dialogue, particuarly in Enman's dialogue when he goes from scene to scene ""announcing"" to each one he meets he's in love. Scenes were pleasantly varied, many of which were extraordinarily vivid and detailed with an interesting host of characters, however portions of acting came across as plastic and trained. It seems as though this movie tried to do ""too much"" and as a result the plot became vexed with business. A cornicopia of  scene effects, ranging from  surreal, to tragic, to tongue in cheek, to implausible (with the widow dancing and smiling shortly after she had witnessed losing her entire family to a massacre?) made it difficult at last to gain an emotional foothold and invest, although emotional offerings run like spooked herds throughout the production with the aid of ethereal soundtracks.  Speaking of implausible - The friendship that ensued  between the red-haired minister and Enman, in light of their initial conflict, seemed rather far fetched and silly, moreso with the minister commanding something more akin to a Broadway theatrical stage presence than a real person might portray given the strain of the times. Renee' Zelwegger did well but proved unbelievable for me in light of her typecasting and excellent role in Jerry MacGuire. Nicole Kidman was not in her element, yet even here in the role of a helpless swooner her acting credentials were present. This film was over-starred and substantially miscast. Didn't need Donald as Kidman's father and Kidman and Zellwegger's tension between themselves proved more distracting than complimentary. Overall the movie was interesting but lengthy to a fault. Undeniably a remarkable collaborative brainfest that in several ways might have been greatly improved."
dvd,1 of 1,4.0,"Charming, Lovely, Wonderful . . . ","Queen Latifah will charm the socks off you as shy cookware department store clerk Georgia Byrd who takes a ""last holiday"" when she discovers she only has three weeks to live.  LL Cool J is adorable as fellow employee Sean, with whom she is in love.  Your heart just rends for her as she cries at her kitchen table."
dvd,1 of 1,4.0,I liked it.,"Aeon Flux is a good watch for anyone who enjoys lots of action(and the fact that a woman is doing the butt kicking makes it an even better watch).  I personally like the storyline about how a virus attacks 99% of earth's population and how they are trying to correct the damaging effects of the cure. I was mesmerized by the screen the whole time it was running. Kept my attention, kicked butt, and left me overall more than satisfied"
dvd,3 of 3,5.0,"Creepy, Devilishly, Rollercoaster Ride!","Gore, buckets of blood, demon transfermations, good special effects[even though dated), suspence,what more do you want? If you can put up with the some of the bad acting(not that important),you will love this movie. I suggest to get your popcorn early because once the first demon raises its ugly head, the gore fest rollercoaster ride begins"
